                                                                                                                                                                                                                                                                
                        1                        2                        3                        4
                        l                     n_pg                Re(omega)                Im(omega)
                        3                      -13  0.6211284308829587E+000  0.0000000000000000E+000
                        1                        2                        3                        4                        5
                        x                 Re(xi_r)                 Im(xi_r)                 Re(xi_h)                 Im(xi_h)
  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1000000200031036E-002 -0.1159726110368833E-001  0.0000000000000000E+000 -0.3864022726529514E-002  0.0000000000000000E+000
  0.1062500212532975E-002 -0.1309074121195856E-001  0.0000000000000000E+000 -0.4361374618212789E-002  0.0000000000000000E+000
  0.1125000225034915E-002 -0.1467436627062417E-001  0.0000000000000000E+000 -0.4888683299808392E-002  0.0000000000000000E+000
  0.1187500237536855E-002 -0.1634807122448654E-001  0.0000000000000000E+000 -0.5445916033775650E-002  0.0000000000000000E+000
  0.1250000250038795E-002 -0.1811178731851160E-001  0.0000000000000000E+000 -0.6033038223633965E-002  0.0000000000000000E+000
  0.1312500262540734E-002 -0.1996544210070474E-001  0.0000000000000000E+000 -0.6650013415951336E-002  0.0000000000000000E+000
  0.1375000275042674E-002 -0.2190895942516544E-001  0.0000000000000000E+000 -0.7296803302435774E-002  0.0000000000000000E+000
  0.1500000300046553E-002 -0.2606525866727219E-001  0.0000000000000000E+000 -0.8679664663717326E-002  0.0000000000000000E+000
  0.1625000325050433E-002 -0.3058000212617356E-001  0.0000000000000000E+000 -0.1018127883001612E-001  0.0000000000000000E+000
  0.1750000350054312E-002 -0.3545244800412103E-001  0.0000000000000000E+000 -0.1180127279761482E-001  0.0000000000000000E+000
  0.1875000375058192E-002 -0.4068179575076688E-001  0.0000000000000000E+000 -0.1353924412202116E-001  0.0000000000000000E+000
  0.2000000400062071E-002 -0.4626718619978672E-001  0.0000000000000000E+000 -0.1539476101020641E-001  0.0000000000000000E+000
  0.2100000420065175E-002 -0.5099123461601381E-001  0.0000000000000000E+000 -0.1696349849609686E-001  0.0000000000000000E+000
  0.2200000440068278E-002 -0.5594206749846817E-001  0.0000000000000000E+000 -0.1860692117128772E-001  0.0000000000000000E+000
  0.2400000480074486E-002 -0.6652198078732731E-001  0.0000000000000000E+000 -0.2211676470275817E-001  0.0000000000000000E+000
  0.2600000520080693E-002 -0.7800247695451980E-001  0.0000000000000000E+000 -0.2592205845889251E-001  0.0000000000000000E+000
  0.2800000560086900E-002 -0.9037872850154670E-001  0.0000000000000000E+000 -0.3002038083511033E-001  0.0000000000000000E+000
  0.3000000600093107E-002 -0.1036455316560341E+000  0.0000000000000000E+000 -0.3440912318892955E-001  0.0000000000000000E+000
  0.3250000650100866E-002 -0.1214728409954306E+000  0.0000000000000000E+000 -0.4029917997060020E-001  0.0000000000000000E+000
  0.3500000700108625E-002 -0.1406711849391276E+000  0.0000000000000000E+000 -0.4663277776938753E-001  0.0000000000000000E+000
  0.3750000750116384E-002 -0.1612279545994159E+000  0.0000000000000000E+000 -0.5340361223918787E-001  0.0000000000000000E+000
  0.4000000800124142E-002 -0.1831296506112930E+000  0.0000000000000000E+000 -0.6060494131927070E-001  0.0000000000000000E+000
  0.4333334200134488E-002 -0.2143990385001418E+000  0.0000000000000000E+000 -0.7086391157504981E-001  0.0000000000000000E+000
  0.4666667600144833E-002 -0.2479972480435977E+000  0.0000000000000000E+000 -0.8185722754290670E-001  0.0000000000000000E+000
  0.5000001000155178E-002 -0.2838850770031356E+000  0.0000000000000000E+000 -0.9356539991835051E-001  0.0000000000000000E+000
  0.5333334400165524E-002 -0.3220206609741469E+000  0.0000000000000000E+000 -0.1059676579062602E+000  0.0000000000000000E+000
  0.5666667800175869E-002 -0.3623595241404014E+000  0.0000000000000000E+000 -0.1190419830781562E+000  0.0000000000000000E+000
  0.6000001200186214E-002 -0.4048546331288070E+000  0.0000000000000000E+000 -0.1327651451980165E+000  0.0000000000000000E+000
  0.6500001300201732E-002 -0.4725312328288834E+000  0.0000000000000000E+000 -0.1545127623702521E+000  0.0000000000000000E+000
  0.7000001400217250E-002 -0.5447699544784287E+000  0.0000000000000000E+000 -0.1775779827311129E+000  0.0000000000000000E+000
  0.7500001500232768E-002 -0.6213815200482834E+000  0.0000000000000000E+000 -0.2018682808559871E+000  0.0000000000000000E+000
  0.8000001600248286E-002 -0.7021652953501256E+000  0.0000000000000000E+000 -0.2272860497840257E+000  0.0000000000000000E+000
  0.8500001700263805E-002 -0.7869098344387231E+000  0.0000000000000000E+000 -0.2537289583674567E+000  0.0000000000000000E+000
  0.9000001800279323E-002 -0.8753934527975578E+000  0.0000000000000000E+000 -0.2810903262447652E+000  0.0000000000000000E+000
  0.9500001900294840E-002 -0.9673848273870495E+000  0.0000000000000000E+000 -0.3092595140842914E+000  0.0000000000000000E+000
  0.1000000200031036E-001 -0.1062643621950323E+001  0.0000000000000000E+000 -0.3381223288863098E+000  0.0000000000000000E+000
  0.1050000210032588E-001 -0.1160921135718995E+001  0.0000000000000000E+000 -0.3675614414701973E+000  0.0000000000000000E+000
  0.1100000220034139E-001 -0.1261960973536714E+001  0.0000000000000000E+000 -0.3974568159464122E+000  0.0000000000000000E+000
  0.1200000240037243E-001 -0.1471267724750236E+001  0.0000000000000000E+000 -0.4581253145149523E+000  0.0000000000000000E+000
