                                                                                                                                                                                                                                                                
                        1                        2                        3                        4
                        l                     n_pg                Re(omega)                Im(omega)
                        3                       -6  0.1115794261586617E+001  0.0000000000000000E+000
                        1                        2                        3                        4                        5
                        x                 Re(xi_r)                 Im(xi_r)                 Re(xi_h)                 Im(xi_h)
  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1000000200031036E-002  0.1913912591691968E-002  0.0000000000000000E+000  0.6378813633854516E-003  0.0000000000000000E+000
  0.1062500212532975E-002  0.2160554968114437E-002  0.0000000000000000E+000  0.7200709310300390E-003  0.0000000000000000E+000
  0.1125000225034915E-002  0.2422127173175002E-002  0.0000000000000000E+000  0.8072323717060995E-003  0.0000000000000000E+000
  0.1187500237536855E-002  0.2698625997249714E-002  0.0000000000000000E+000  0.8993640425657057E-003  0.0000000000000000E+000
  0.1250000250038795E-002  0.2990048047521570E-002  0.0000000000000000E+000  0.9964642070606814E-003  0.0000000000000000E+000
  0.1312500262540734E-002  0.3296389748031288E-002  0.0000000000000000E+000  0.1098531034970664E-002  0.0000000000000000E+000
  0.1375000275042674E-002  0.3617647339727380E-002  0.0000000000000000E+000  0.1205562602433940E-002  0.0000000000000000E+000
  0.1500000300046553E-002  0.4304894245317610E-002  0.0000000000000000E+000  0.1434511792567595E-002  0.0000000000000000E+000
  0.1625000325050433E-002  0.5051755032006643E-002  0.0000000000000000E+000  0.1683294515051127E-002  0.0000000000000000E+000
  0.1750000350054312E-002  0.5858193041473578E-002  0.0000000000000000E+000  0.1951892011540144E-002  0.0000000000000000E+000
  0.1875000375058192E-002  0.6724168691284165E-002  0.0000000000000000E+000  0.2240284029091704E-002  0.0000000000000000E+000
  0.2000000400062071E-002  0.7649639476968346E-002  0.0000000000000000E+000  0.2548448821612371E-002  0.0000000000000000E+000
  0.2100000420065175E-002  0.8432822176580495E-002  0.0000000000000000E+000  0.2809201489600900E-002  0.0000000000000000E+000
  0.2200000440068278E-002  0.9254028147825279E-002  0.0000000000000000E+000  0.3082581309800085E-002  0.0000000000000000E+000
  0.2400000480074486E-002  0.1101040553727820E-001  0.0000000000000000E+000  0.3667169027120089E-002  0.0000000000000000E+000
  0.2600000520080693E-002  0.1291855098510115E-001  0.0000000000000000E+000  0.4302099128960172E-002  0.0000000000000000E+000
  0.2800000560086900E-002  0.1497822477386396E-001  0.0000000000000000E+000  0.4987249049214670E-002  0.0000000000000000E+000
  0.3000000600093107E-002  0.1718916816177024E-001  0.0000000000000000E+000  0.5722486522837238E-002  0.0000000000000000E+000
  0.3250000650100866E-002  0.2016514535926951E-001  0.0000000000000000E+000  0.6711751829836387E-002  0.0000000000000000E+000
  0.3500000700108625E-002  0.2337646188695058E-001  0.0000000000000000E+000  0.7778758029878346E-002  0.0000000000000000E+000
  0.3750000750116384E-002  0.2682248752661803E-001  0.0000000000000000E+000  0.8923183235532237E-002  0.0000000000000000E+000
  0.4000000800124142E-002  0.3050254605147709E-001  0.0000000000000000E+000  0.1014468218301004E-001  0.0000000000000000E+000
  0.4333334200134488E-002  0.3577208725911833E-001  0.0000000000000000E+000  0.1189259961195965E-001  0.0000000000000000E+000
  0.4666667600144833E-002  0.4145455998285214E-001  0.0000000000000000E+000  0.1377594157812968E-001  0.0000000000000000E+000
  0.5000001000155178E-002  0.4754798249114122E-001  0.0000000000000000E+000  0.1579369773917408E-001  0.0000000000000000E+000
  0.5333334400165524E-002  0.5405023002956782E-001  0.0000000000000000E+000  0.1794478552981984E-001  0.0000000000000000E+000
  0.5666667800175869E-002  0.6095903562741274E-001  0.0000000000000000E+000  0.2022805071878947E-001  0.0000000000000000E+000
  0.6000001200186214E-002  0.6827199095158497E-001  0.0000000000000000E+000  0.2264226799201248E-001  0.0000000000000000E+000
  0.6500001300201732E-002  0.7999359103422675E-001  0.0000000000000000E+000  0.2650627548984025E-001  0.0000000000000000E+000
  0.7000001400217250E-002  0.9260957098780150E-001  0.0000000000000000E+000  0.3065732652833416E-001  0.0000000000000000E+000
  0.7500001500232768E-002  0.1061100429527587E+000  0.0000000000000000E+000  0.3509040640687086E-001  0.0000000000000000E+000
  0.8000001600248286E-002  0.1204844291631560E+000  0.0000000000000000E+000  0.3980015836593766E-001  0.0000000000000000E+000
  0.8500001700263805E-002  0.1357214709075607E+000  0.0000000000000000E+000  0.4478088973509704E-001  0.0000000000000000E+000
  0.9000001800279323E-002  0.1518092380855574E+000  0.0000000000000000E+000  0.5002657853731126E-001  0.0000000000000000E+000
  0.9500001900294840E-002  0.1687351393087219E+000  0.0000000000000000E+000  0.5553088037122935E-001  0.0000000000000000E+000
  0.1000000200031036E-001  0.1864859325623542E+000  0.0000000000000000E+000  0.6128713578025450E-001  0.0000000000000000E+000
  0.1050000210032588E-001  0.2050477364126790E+000  0.0000000000000000E+000  0.6728837785477290E-001  0.0000000000000000E+000
  0.1100000220034139E-001  0.2244060417320257E+000  0.0000000000000000E+000  0.7352734029672808E-001  0.0000000000000000E+000
  0.1200000240037243E-001  0.2654510558627148E+000  0.0000000000000000E+000  0.8668791444142310E-001  0.0000000000000000E+000
  0.1300000260040346E-001  0.3094928263622164E+000  0.0000000000000000E+000  0.1007050650673081E+000  0.0000000000000000E+000
  0.1400000280043450E-001  0.3563939975287806E+000  0.0000000000000000E+000  0.1155107764355971E+000  0.0000000000000000E+000
