                                                                                                                                                                                                                                                                
                        1                        2                        3                        4
                        l                     n_pg                Re(omega)                Im(omega)
                        3                       -7  0.1001507200041261E+001  0.0000000000000000E+000
                        1                        2                        3                        4                        5
                        x                 Re(xi_r)                 Im(xi_r)                 Re(xi_h)                 Im(xi_h)
  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1000000200031036E-002 -0.2681695846320536E-002  0.0000000000000000E+000 -0.8937434281035892E-003  0.0000000000000000E+000
  0.1062500212532975E-002 -0.3027255047408450E-002  0.0000000000000000E+000 -0.1008887248369034E-002  0.0000000000000000E+000
  0.1125000225034915E-002 -0.3393725255239748E-002  0.0000000000000000E+000 -0.1130993192139689E-002  0.0000000000000000E+000
  0.1187500237536855E-002 -0.3781100829424281E-002  0.0000000000000000E+000 -0.1260058386086085E-002  0.0000000000000000E+000
  0.1250000250038795E-002 -0.4189375807778143E-002  0.0000000000000000E+000 -0.1396079793078313E-002  0.0000000000000000E+000
  0.1312500262540734E-002 -0.4618543906428631E-002  0.0000000000000000E+000 -0.1539054212249473E-002  0.0000000000000000E+000
  0.1375000275042674E-002 -0.5068598519920633E-002  0.0000000000000000E+000 -0.1688978279064185E-002  0.0000000000000000E+000
  0.1500000300046553E-002 -0.6031339262357873E-002  0.0000000000000000E+000 -0.2009661079582054E-002  0.0000000000000000E+000
  0.1625000325050433E-002 -0.7077538764072422E-002  0.0000000000000000E+000 -0.2358098007853503E-002  0.0000000000000000E+000
  0.1750000350054312E-002 -0.8207132616216065E-002  0.0000000000000000E+000 -0.2734256263492475E-002  0.0000000000000000E+000
  0.1875000375058192E-002 -0.9420051276315984E-002  0.0000000000000000E+000 -0.3138100435405796E-002  0.0000000000000000E+000
  0.2000000400062071E-002 -0.1071622007282074E-001  0.0000000000000000E+000 -0.3569592504933128E-002  0.0000000000000000E+000
  0.2100000420065175E-002 -0.1181304175795941E-001  0.0000000000000000E+000 -0.3934665437992489E-002  0.0000000000000000E+000
  0.2200000440068278E-002 -0.1296304934754381E-001  0.0000000000000000E+000 -0.4317385085116374E-002  0.0000000000000000E+000
  0.2400000480074486E-002 -0.1542243892149274E-001  0.0000000000000000E+000 -0.5135671221120656E-002  0.0000000000000000E+000
  0.2600000520080693E-002 -0.1809400124338963E-001  0.0000000000000000E+000 -0.6024253696604100E-002  0.0000000000000000E+000
  0.2800000560086900E-002 -0.2097731534646491E-001  0.0000000000000000E+000 -0.6982918342541783E-002  0.0000000000000000E+000
  0.3000000600093107E-002 -0.2407192691978539E-001  0.0000000000000000E+000 -0.8011434085997370E-002  0.0000000000000000E+000
  0.3250000650100866E-002 -0.2823658249713388E-001  0.0000000000000000E+000 -0.9394927571796547E-002  0.0000000000000000E+000
  0.3500000700108625E-002 -0.3272960090197494E-001  0.0000000000000000E+000 -0.1088665366807398E-001  0.0000000000000000E+000
  0.3750000750116384E-002 -0.3754987619040857E-001  0.0000000000000000E+000 -0.1248605044594823E-001  0.0000000000000000E+000
  0.4000000800124142E-002 -0.4269622196366843E-001  0.0000000000000000E+000 -0.1419251536081060E-001  0.0000000000000000E+000
  0.4333334200134488E-002 -0.5006303649686030E-001  0.0000000000000000E+000 -0.1663323529685959E-001  0.0000000000000000E+000
  0.4666667600144833E-002 -0.5800404835473134E-001  0.0000000000000000E+000 -0.1926151595486794E-001  0.0000000000000000E+000
  0.5000001000155178E-002 -0.6651578411002364E-001  0.0000000000000000E+000 -0.2207559642418293E-001  0.0000000000000000E+000
  0.5333334400165524E-002 -0.7559452124609524E-001  0.0000000000000000E+000 -0.2507359099761467E-001  0.0000000000000000E+000
  0.5666667800175869E-002 -0.8523628990515353E-001  0.0000000000000000E+000 -0.2825349036892183E-001  0.0000000000000000E+000
  0.6000001200186214E-002 -0.9543687474314258E-001  0.0000000000000000E+000 -0.3161316289394688E-001  0.0000000000000000E+000
  0.6500001300201732E-002 -0.1117757125069793E+000  0.0000000000000000E+000 -0.3698478601681664E-001  0.0000000000000000E+000
  0.7000001400217250E-002 -0.1293457328173337E+000  0.0000000000000000E+000 -0.4274769698472276E-001  0.0000000000000000E+000
  0.7500001500232768E-002 -0.1481296656311797E+000  0.0000000000000000E+000 -0.4889319685289917E-001  0.0000000000000000E+000
  0.8000001600248286E-002 -0.1681090538753071E+000  0.0000000000000000E+000 -0.5541200549829975E-001  0.0000000000000000E+000
  0.8500001700263805E-002 -0.1892642728249080E+000  0.0000000000000000E+000 -0.6229427479922776E-001  0.0000000000000000E+000
  0.9000001800279323E-002 -0.2115745507283519E+000  0.0000000000000000E+000 -0.6952960271835888E-001  0.0000000000000000E+000
  0.9500001900294840E-002 -0.2350179905953965E+000  0.0000000000000000E+000 -0.7710704803112918E-001  0.0000000000000000E+000
  0.1000000200031036E-001 -0.2595715931594339E+000  0.0000000000000000E+000 -0.8501514597965401E-001  0.0000000000000000E+000
  0.1050000210032588E-001 -0.2852112809796775E+000  0.0000000000000000E+000 -0.9324192448875815E-001  0.0000000000000000E+000
  0.1100000220034139E-001 -0.3119119236317988E+000  0.0000000000000000E+000 -0.1017749212513453E+000  0.0000000000000000E+000
  0.1200000240037243E-001 -0.3683904455896609E+000  0.0000000000000000E+000 -0.1197073758031469E+000  0.0000000000000000E+000
