                                                                                                                                                                                                                                                                
                        1                        2                        3                        4
                        l                     n_pg                Re(omega)                Im(omega)
                        2                        0  0.2859255098311304E+001  0.0000000000000000E+000
                        1                        2                        3                        4                        5
                        x                 Re(xi_r)                 Im(xi_r)                 Re(xi_h)                 Im(xi_h)
  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1000000200031036E-002  0.4030858503761812E-002  0.0000000000000000E+000  0.2015394378973065E-002  0.0000000000000000E+000
  0.1083333550033622E-002  0.4366754345853943E-002  0.0000000000000000E+000  0.2183332836461106E-002  0.0000000000000000E+000
  0.1166666900036208E-002  0.4702648020949069E-002  0.0000000000000000E+000  0.2351268638193874E-002  0.0000000000000000E+000
  0.1250000250038794E-002  0.5038539362862104E-002  0.0000000000000000E+000  0.2519201579447761E-002  0.0000000000000000E+000
  0.1333333600041381E-002  0.5374428205126741E-002  0.0000000000000000E+000  0.2687131455460094E-002  0.0000000000000000E+000
  0.1500000300046553E-002  0.6046197723899146E-002  0.0000000000000000E+000  0.3022981192513584E-002  0.0000000000000000E+000
  0.1666667000051726E-002  0.6717955242354799E-002  0.0000000000000000E+000  0.3358816210522765E-002  0.0000000000000000E+000
  0.1833333700056899E-002  0.7389699424083238E-002  0.0000000000000000E+000  0.3694634870217078E-002  0.0000000000000000E+000
  0.2000000400062071E-002  0.8061428931689818E-002  0.0000000000000000E+000  0.4030435532021414E-002  0.0000000000000000E+000
  0.2250000450069830E-002  0.9068992755572261E-002  0.0000000000000000E+000  0.4534099209267189E-002  0.0000000000000000E+000
  0.2500000500077589E-002  0.1007651605604127E-001  0.0000000000000000E+000  0.5037713215611472E-002  0.0000000000000000E+000
  0.2750000550085349E-002  0.1108399433661516E-001  0.0000000000000000E+000  0.5541272037287861E-002  0.0000000000000000E+000
  0.3000000600093107E-002  0.1209142310094564E-001  0.0000000000000000E+000  0.6044770161789803E-002  0.0000000000000000E+000
  0.3333334000103452E-002  0.1343457665684815E-001  0.0000000000000000E+000  0.6715997048033788E-002  0.0000000000000000E+000
  0.3666667400113797E-002  0.1477762353284538E-001  0.0000000000000000E+000  0.7387093164869038E-002  0.0000000000000000E+000
  0.4000000800124142E-002  0.1612055307426626E-001  0.0000000000000000E+000  0.8058045457460984E-002  0.0000000000000000E+000
  0.4500000900139660E-002  0.1813470408565864E-001  0.0000000000000000E+000  0.9064175683154445E-002  0.0000000000000000E+000
  0.5000001000155178E-002  0.2014853119975370E-001  0.0000000000000000E+000  0.1006990893514412E-001  0.0000000000000000E+000
  0.5500001100170696E-002  0.2216199850810747E-001  0.0000000000000000E+000  0.1107520124081991E-001  0.0000000000000000E+000
  0.6000001200186214E-002  0.2417507012886587E-001  0.0000000000000000E+000  0.1208000867230977E-001  0.0000000000000000E+000
  0.6500001300201732E-002  0.2618771020667133E-001  0.0000000000000000E+000  0.1308428734611657E-001  0.0000000000000000E+000
  0.7000001400217250E-002  0.2819988291808385E-001  0.0000000000000000E+000  0.1408799343446820E-001  0.0000000000000000E+000
  0.7500001500232768E-002  0.3021155247145107E-001  0.0000000000000000E+000  0.1509108316079624E-001  0.0000000000000000E+000
  0.8000001600248286E-002  0.3222268311194776E-001  0.0000000000000000E+000  0.1609351281364373E-001  0.0000000000000000E+000
  0.9000001800279323E-002  0.3624318482297594E-001  0.0000000000000000E+000  0.1809621735851605E-001  0.0000000000000000E+000
  0.1000000200031036E-001  0.4026110281260942E-001  0.0000000000000000E+000  0.2009575871782320E-001  0.0000000000000000E+000
  0.1100000220034139E-001  0.4427615257424560E-001  0.0000000000000000E+000  0.2209178977802461E-001  0.0000000000000000E+000
  0.1200000240037243E-001  0.4828805041384839E-001  0.0000000000000000E+000  0.2408396479255156E-001  0.0000000000000000E+000
  0.1300000260040346E-001  0.5229651352412993E-001  0.0000000000000000E+000  0.2607193949471238E-001  0.0000000000000000E+000
  0.1400000280043450E-001  0.5630126006348901E-001  0.0000000000000000E+000  0.2805537126145122E-001  0.0000000000000000E+000
  0.1500000300046553E-001  0.6030200923784269E-001  0.0000000000000000E+000  0.3003391923157248E-001  0.0000000000000000E+000
  0.1600000320049657E-001  0.6429848137723962E-001  0.0000000000000000E+000  0.3200724443002401E-001  0.0000000000000000E+000
  0.1700000340052760E-001  0.6829039801388462E-001  0.0000000000000000E+000  0.3397500991008234E-001  0.0000000000000000E+000
  0.1800000360055864E-001  0.7227748195496336E-001  0.0000000000000000E+000  0.3593688084133651E-001  0.0000000000000000E+000
  0.1900000380058968E-001  0.7625945735818805E-001  0.0000000000000000E+000  0.3789252468568007E-001  0.0000000000000000E+000
  0.2000000400062071E-001  0.8023604981528398E-001  0.0000000000000000E+000  0.3984161133000869E-001  0.0000000000000000E+000
  0.2100000420065175E-001  0.8420698642757776E-001  0.0000000000000000E+000  0.4178381316872447E-001  0.0000000000000000E+000
  0.2200000440068279E-001  0.8817199587299054E-001  0.0000000000000000E+000  0.4371880520792547E-001  0.0000000000000000E+000
  0.2300000460071382E-001  0.9213080847795015E-001  0.0000000000000000E+000  0.4564626522924429E-001  0.0000000000000000E+000
  0.2400000480074486E-001  0.9608315629210420E-001  0.0000000000000000E+000  0.4756587389068315E-001  0.0000000000000000E+000
  0.2500000500077590E-001  0.1000287731599349E+000  0.0000000000000000E+000  0.4947731484526779E-001  0.0000000000000000E+000
