                                                                                                                                                                                                                                                                
                        1                        2                        3                        4
                        l                     n_pg                Re(omega)                Im(omega)
                        2                       -2  0.1681710901619732E+001  0.0000000000000000E+000
                        1                        2                        3                        4                        5
                        x                 Re(xi_r)                 Im(xi_r)                 Re(xi_h)                 Im(xi_h)
  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1000000200031036E-002  0.2796903480350980E-001  0.0000000000000000E+000  0.1398375961719288E-001  0.0000000000000000E+000
  0.1083333550033622E-002  0.3029945444167679E-001  0.0000000000000000E+000  0.1514876378339955E-001  0.0000000000000000E+000
  0.1166666900036208E-002  0.3262979410771060E-001  0.0000000000000000E+000  0.1631369377652744E-001  0.0000000000000000E+000
  0.1250000250038794E-002  0.3496004765493806E-001  0.0000000000000000E+000  0.1747854388998969E-001  0.0000000000000000E+000
  0.1333333600041381E-002  0.3729020893507606E-001  0.0000000000000000E+000  0.1864330841738275E-001  0.0000000000000000E+000
  0.1500000300046553E-002  0.4195023009622906E-001  0.0000000000000000E+000  0.2097255788945706E-001  0.0000000000000000E+000
  0.1666667000051726E-002  0.4660980839054246E-001  0.0000000000000000E+000  0.2330139654679073E-001  0.0000000000000000E+000
  0.1833333700056899E-002  0.5126889461395708E-001  0.0000000000000000E+000  0.2562977874974627E-001  0.0000000000000000E+000
  0.2000000400062071E-002  0.5592743956332438E-001  0.0000000000000000E+000  0.2795765886698521E-001  0.0000000000000000E+000
  0.2250000450069830E-002  0.6291413450166922E-001  0.0000000000000000E+000  0.3144843796098663E-001  0.0000000000000000E+000
  0.2500000500077589E-002  0.6989933500811393E-001  0.0000000000000000E+000  0.3493783113263118E-001  0.0000000000000000E+000
  0.2750000550085349E-002  0.7688287526300736E-001  0.0000000000000000E+000  0.3842568467688703E-001  0.0000000000000000E+000
  0.3000000600093107E-002  0.8386458950628725E-001  0.0000000000000000E+000  0.4191184497638904E-001  0.0000000000000000E+000
  0.3333334000103452E-002  0.9317041499217006E-001  0.0000000000000000E+000  0.4655715941918372E-001  0.0000000000000000E+000
  0.3666667400113797E-002  0.1024723071143339E+000  0.0000000000000000E+000  0.5119882708129277E-001  0.0000000000000000E+000
  0.4000000800124142E-002  0.1117698735804694E+000  0.0000000000000000E+000  0.5583648471828200E-001  0.0000000000000000E+000
  0.4500000900139660E-002  0.1257072552699500E+000  0.0000000000000000E+000  0.6278465878863418E-001  0.0000000000000000E+000
  0.5000001000155178E-002  0.1396327007257030E+000  0.0000000000000000E+000  0.6972177136167197E-001  0.0000000000000000E+000
  0.5500001100170696E-002  0.1535448901934130E+000  0.0000000000000000E+000  0.7664660230821405E-001  0.0000000000000000E+000
  0.6000001200186214E-002  0.1674425059747684E+000  0.0000000000000000E+000  0.8355793432473646E-001  0.0000000000000000E+000
  0.6500001300201732E-002  0.1813242326122315E+000  0.0000000000000000E+000  0.9045455317929736E-001  0.0000000000000000E+000
  0.7000001400217250E-002  0.1951887571114656E+000  0.0000000000000000E+000  0.9733524803752583E-001  0.0000000000000000E+000
  0.7500001500232768E-002  0.2090347691248070E+000  0.0000000000000000E+000  0.1041988116779243E+000  0.0000000000000000E+000
  0.8000001600248286E-002  0.2228609611698817E+000  0.0000000000000000E+000  0.1110440408334142E+000  0.0000000000000000E+000
  0.9000001800279323E-002  0.2504486708767627E+000  0.0000000000000000E+000  0.1246747037196060E+000  0.0000000000000000E+000
  0.1000000200031036E-001  0.2779414910598687E+000  0.0000000000000000E+000  0.1382176991654906E+000  0.0000000000000000E+000
  0.1100000220034139E-001  0.3053290850238773E+000  0.0000000000000000E+000  0.1516635697669636E+000  0.0000000000000000E+000
  0.1200000240037243E-001  0.3326011808568954E+000  0.0000000000000000E+000  0.1650029467588048E+000  0.0000000000000000E+000
  0.1300000260040346E-001  0.3597475776348590E+000  0.0000000000000000E+000  0.1782265583120367E+000  0.0000000000000000E+000
  0.1400000280043450E-001  0.3867581515953176E+000  0.0000000000000000E+000  0.1913252380663402E+000  0.0000000000000000E+000
  0.1500000300046553E-001  0.4136228622619114E+000  0.0000000000000000E+000  0.2042899332263458E+000  0.0000000000000000E+000
  0.1600000320049657E-001  0.4403317584587717E+000  0.0000000000000000E+000  0.2171117125679989E+000  0.0000000000000000E+000
  0.1700000340052760E-001  0.4668749842550645E+000  0.0000000000000000E+000  0.2297817744249613E+000  0.0000000000000000E+000
  0.1800000360055864E-001  0.4932427847896869E+000  0.0000000000000000E+000  0.2422914541580105E+000  0.0000000000000000E+000
  0.1900000380058968E-001  0.5194255120251702E+000  0.0000000000000000E+000  0.2546322320617289E+000  0.0000000000000000E+000
  0.2000000400062071E-001  0.5454136304602740E+000  0.0000000000000000E+000  0.2667957408061452E+000  0.0000000000000000E+000
  0.2100000420065175E-001  0.5711977226892639E+000  0.0000000000000000E+000  0.2787737723669176E+000  0.0000000000000000E+000
  0.2200000440068279E-001  0.5967684947998728E+000  0.0000000000000000E+000  0.2905582849233516E+000  0.0000000000000000E+000
  0.2300000460071382E-001  0.6221167816964994E+000  0.0000000000000000E+000  0.3021414099628792E+000  0.0000000000000000E+000
  0.2400000480074486E-001  0.6472335523292327E+000  0.0000000000000000E+000  0.3135154587646795E+000  0.0000000000000000E+000
  0.2500000500077590E-001  0.6721099147850826E+000  0.0000000000000000E+000  0.3246729287983243E+000  0.0000000000000000E+000
