                                                                                                                                                                                                                                                                
                        1                        2                        3                        4
                        l                     n_pg                Re(omega)                Im(omega)
                        2                      -20  0.3122481031413436E+000  0.0000000000000000E+000
                        1                        2                        3                        4                        5
                        x                 Re(xi_r)                 Im(xi_r)                 Re(xi_h)                 Im(xi_h)
  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.1000000200031036E-002  0.9103534992194520E+000  0.0000000000000000E+000  0.4544876280962160E+000  0.0000000000000000E+000
  0.1083333550033622E-002  0.9858307758325834E+000  0.0000000000000000E+000  0.4920395051927208E+000  0.0000000000000000E+000
  0.1166666900036208E-002  0.1061215673895435E+001  0.0000000000000000E+000  0.5295142472758446E+000  0.0000000000000000E+000
  0.1250000250038794E-002  0.1136501141794974E+001  0.0000000000000000E+000  0.5669059852286051E+000  0.0000000000000000E+000
  0.1333333600041381E-002  0.1211680140167854E+001  0.0000000000000000E+000  0.6042088641192940E+000  0.0000000000000000E+000
  0.1500000300046553E-002  0.1361690637007213E+001  0.0000000000000000E+000  0.6785247020631123E+000  0.0000000000000000E+000
  0.1666667000051726E-002  0.1511191125727524E+001  0.0000000000000000E+000  0.7524152441057000E+000  0.0000000000000000E+000
  0.1833333700056899E-002  0.1660125816929407E+001  0.0000000000000000E+000  0.8258342649464553E+000  0.0000000000000000E+000
  0.2000000400062071E-002  0.1808439197597878E+001  0.0000000000000000E+000  0.8987358627755101E+000  0.0000000000000000E+000
  0.2250000450069830E-002  0.2029623630729460E+001  0.0000000000000000E+000  0.1007018566373918E+001  0.0000000000000000E+000
  0.2500000500077589E-002  0.2249101064982048E+001  0.0000000000000000E+000  0.1113882630469385E+001  0.0000000000000000E+000
  0.2750000550085349E-002  0.2466688468699643E+001  0.0000000000000000E+000  0.1219178190033808E+001  0.0000000000000000E+000
  0.3000000600093107E-002  0.2682204884490852E+001  0.0000000000000000E+000  0.1322757799853327E+001  0.0000000000000000E+000
  0.3333334000103452E-002  0.2966030080278976E+001  0.0000000000000000E+000  0.1457944829719096E+001  0.0000000000000000E+000
  0.3666667400113797E-002  0.3245439494907554E+001  0.0000000000000000E+000  0.1589488997482776E+001  0.0000000000000000E+000
  0.4000000800124142E-002  0.3520025078566357E+001  0.0000000000000000E+000  0.1717065086220008E+001  0.0000000000000000E+000
  0.4500000900139660E-002  0.3921989431253895E+001  0.0000000000000000E+000  0.1900304597117571E+001  0.0000000000000000E+000
  0.5000001000155178E-002  0.4310903583195508E+001  0.0000000000000000E+000  0.2072900699035439E+001  0.0000000000000000E+000
  0.5500001100170696E-002  0.4685522471698810E+001  0.0000000000000000E+000  0.2233908116795507E+001  0.0000000000000000E+000
  0.6000001200186214E-002  0.5044663201634968E+001  0.0000000000000000E+000  0.2382452687846758E+001  0.0000000000000000E+000
  0.6500001300201732E-002  0.5387210011751122E+001  0.0000000000000000E+000  0.2517736608690559E+001  0.0000000000000000E+000
  0.7000001400217250E-002  0.5712118903688033E+001  0.0000000000000000E+000  0.2639043185341964E+001  0.0000000000000000E+000
  0.7500001500232768E-002  0.6018421908990080E+001  0.0000000000000000E+000  0.2745741052341235E+001  0.0000000000000000E+000
  0.8000001600248286E-002  0.6305230975713101E+001  0.0000000000000000E+000  0.2837287840173628E+001  0.0000000000000000E+000
  0.9000001800279323E-002  0.6817235168386499E+001  0.0000000000000000E+000  0.2973221602083493E+001  0.0000000000000000E+000
  0.1000000200031036E-001  0.7242747365139284E+001  0.0000000000000000E+000  0.3044387717497055E+001  0.0000000000000000E+000
  0.1100000220034139E-001  0.7577840858890989E+001  0.0000000000000000E+000  0.3049887788446057E+001  0.0000000000000000E+000
  0.1200000240037243E-001  0.7820094924813960E+001  0.0000000000000000E+000  0.2990391809174886E+001  0.0000000000000000E+000
  0.1300000260040346E-001  0.7968614007265731E+001  0.0000000000000000E+000  0.2868108175624513E+001  0.0000000000000000E+000
  0.1400000280043450E-001  0.8024017477399214E+001  0.0000000000000000E+000  0.2686714745455529E+001  0.0000000000000000E+000
  0.1500000300046553E-001  0.7988400547933964E+001  0.0000000000000000E+000  0.2451253043928792E+001  0.0000000000000000E+000
  0.1600000320049657E-001  0.7865267543715327E+001  0.0000000000000000E+000  0.2167988705481033E+001  0.0000000000000000E+000
  0.1700000340052760E-001  0.7659439306525782E+001  0.0000000000000000E+000  0.1844242112836274E+001  0.0000000000000000E+000
  0.1800000360055864E-001  0.7376937042224284E+001  0.0000000000000000E+000  0.1488193956155230E+001  0.0000000000000000E+000
  0.1900000380058968E-001  0.7024845391351395E+001  0.0000000000000000E+000  0.1108671075149842E+001  0.0000000000000000E+000
  0.2000000400062071E-001  0.6611157905804118E+001  0.0000000000000000E+000  0.7149184030671472E+000  0.0000000000000000E+000
  0.2100000420065175E-001  0.6144608438625846E+001  0.0000000000000000E+000  0.3163631571572255E+000  0.0000000000000000E+000
  0.2200000440068279E-001  0.5634492196098451E+001  0.0000000000000000E+000 -0.7762244335517146E-001  0.0000000000000000E+000
  0.2300000460071382E-001  0.5090480353012333E+001  0.0000000000000000E+000 -0.4579536936397945E+000  0.0000000000000000E+000
  0.2400000480074486E-001  0.4522432192606939E+001  0.0000000000000000E+000 -0.8160551198188025E+000  0.0000000000000000E+000
  0.2500000500077590E-001  0.3940208704193136E+001  0.0000000000000000E+000 -0.1144065727526056E+001  0.0000000000000000E+000
