                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2 
                                      50                                      785                  1.0000000000000000E+000                  2.0000000000000000E-002                  3.2626137445766473E+009                  2.8246151354419792E+008                  5.7153254023493491E+003                  8.8469656623136717E-001                  9.6066967831178240E-001                 -1.5894002582269755E+000                  4.5611666143592178E-001                  1.6355884036249219E-005                  5.2332434191864485E-001                  1.8392316222488366E-005                  5.1971825695857682E-003                  9.1372816423756983E-003                  2.0994599496981280E-003                  1.0000000000000000E+000                  0.0000000000000000E+000                  6.7434959915011561E-001                  6.9826090883560435E-004                  3.0482031257088160E-001                  2.6482833128370709E-003                  1.9364639841444947E-003                  9.3572958399740450E-003                  2.0994599496976878E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999990760313E-001                  9.6047659752364101E-001                  9.9999999983479193E-001                  9.6036285627585960E-001                  9.4274599560344886E+003                  2.7619201218197241E+007                  1.1303310515375940E+010                  8.8482248582885381E-001                  8.8482248582885381E-001                  3.9287890999396831E-045                  2.0177876043409385E-002                  5.0000000000000000E+001                  1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9 
                                      17                  9.9999999996712485E-001                 -1.7462761488215836E-002                  3.7984663729813959E+000                 -6.6139793725908866E+000                  4.9890129874465581E+000                  6.9999999033230620E-001                  2.8000000966769401E-001                  1.9999999999999796E-002 
                                      18                  9.9999999996478117E-001                 -1.7464978382003411E-002                  3.8036385023693779E+000                 -6.6047802836162690E+000                  5.0034150518125813E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      19                  9.9999999996087507E-001                 -1.7468595838343280E-002                  3.8099910997182103E+000                 -6.5955232044819940E+000                  5.0190667425893709E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      20                  9.9999999995775002E-001                 -1.7471428833824097E-002                  3.8145300901425490E+000                 -6.5899663717934720E+000                  5.0291966203776548E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      21                  9.9999999995618749E-001                 -1.7472827343259858E-002                  3.8176552764390337E+000                 -6.5864929168884006E+000                  5.0358210277677236E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      22                  9.9999999995462496E-001                 -1.7474214725481461E-002                  3.8224964932746128E+000                 -6.5816270389849088E+000                  5.0455720737125436E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      23                  9.9999999995150002E-001                 -1.7476958613854978E-002                  3.8276854482799521E+000                 -6.5773317080326041E+000                  5.0551092207343196E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      24                  9.9999999994993738E-001                 -1.7478317075141348E-002                  3.8312472388303060E+000                 -6.5746895227590683E+000                  5.0613529947807310E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      25                  9.9999999994837496E-001                 -1.7479667309464732E-002                  3.8367471900660495E+000                 -6.5710566365381258E+000                  5.0705536182563966E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      26                  9.9999999994525002E-001                 -1.7482345320091179E-002                  3.8445384230396162E+000                 -6.5669866533781960E+000                  5.0825258373375872E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      27                  9.9999999994212518E-001                 -1.7484998399868626E-002                  3.8506707254037136E+000                 -6.5644527994552941E+000                  5.0912934827078793E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      28                  9.9999999994056255E-001                 -1.7486317240801446E-002                  3.8548179265292677E+000                 -6.5629289190107105E+000                  5.0970418326512847E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      29                  9.9999999993900002E-001                 -1.7487631474160527E-002                  3.8611010545361020E+000                 -6.5608639873308636E+000                  5.1055242686022240E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      30                  9.9999999993587507E-001                 -1.7490247508536162E-002                  3.8674377289903195E+000                 -6.5590414175672276E+000                  5.1138443970800083E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      31                  9.9999999993431254E-001                 -1.7491550065597716E-002                  3.8736911690955038E+000                 -6.5573146514105192E+000                  5.1220082188530842E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      32                  9.9999999993118749E-001                 -1.7494144877219540E-002                  3.8837556909960425E+000                 -6.5544577167189768E+000                  5.1352828633332788E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      33                  9.9999999992650013E-001                 -1.7498011660669641E-002                  3.8930309174891335E+000                 -6.5512509151701401E+000                  5.1481642125991502E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      34                  9.9999999992337518E-001                 -1.7500570608480859E-002                  3.8999464572361102E+000                 -6.5484822541035275E+000                  5.1582013207522213E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      35                  9.9999999992025024E-001                 -1.7503113339496411E-002                  3.9063837004559416E+000                 -6.5454919570613539E+000                  5.1680119159068214E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      36                  9.9999999991712540E-001                 -1.7505638667098204E-002                  3.9153334487064240E+000                 -6.5407541322784724E+000                  5.1823247157337295E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      37                  9.9999999991087540E-001                 -1.7510634652701515E-002                  3.9231591584521328E+000                 -6.5353624899366691E+000                  5.1961814549743721E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      38                  9.9999999990775035E-001                 -1.7513101888940528E-002                  3.9280238116653261E+000                 -6.5316778364438770E+000                  5.2051798025387832E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      39                  9.9999999990462529E-001                 -1.7515548322648827E-002                  3.9325836653758177E+000                 -6.5278816110651379E+000                  5.2139956841006478E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      40                  9.9999999990150046E-001                 -1.7517973505753549E-002                  3.9389944579165044E+000                 -6.5221099831948486E+000                  5.2268930663746609E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      41                  9.9999999989525046E-001                 -1.7522759957879851E-002                  3.9456702817093556E+000                 -6.5150393065407428E+000                  5.2414719722191618E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      42                  9.9999999989056298E-001                 -1.7526291926072947E-002                  3.9502825346046553E+000                 -6.5096624078525771E+000                  5.2520940480687228E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      43                  9.9999999988704735E-001                 -1.7528908363609947E-002                  3.9552443009562723E+000                 -6.5035326889297984E+000                  5.2639240057864427E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      44                  9.9999999988118804E-001                 -1.7533208079659000E-002                  3.9609103797725322E+000                 -6.4957672614210722E+000                  5.2782727770857347E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      45                  9.9999999987532850E-001                 -1.7537431721987837E-002                  3.9661111044823607E+000                 -6.4879928038975567E+000                  5.2921631302495804E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      46                  9.9999999986946908E-001                 -1.7541580548116654E-002                  3.9709107664985557E+000                 -6.4802419161341369E+000                  5.3056234591076690E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      47                  9.9999999986360955E-001                 -1.7545656102414972E-002                  3.9753618620809319E+000                 -6.4725389344568836E+000                  5.3186795981672406E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      48                  9.9999999985775023E-001                 -1.7549660118572431E-002                  3.9801947603641792E+000                 -6.4636657711708283E+000                  5.3334322018402700E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      49                  9.9999999984993759E-001                 -1.7554891004471846E-002                  3.9865082661314499E+000                 -6.4512125740807056E+000                  5.3536752222568955E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      50                  9.9999999983821908E-001                 -1.7562515877085967E-002                  3.9932237310547936E+000                 -6.4365234816948860E+000                  5.3767851537871181E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      51                  9.9999999982650034E-001                 -1.7569887548945007E-002                  3.9977404749110126E+000                 -6.4257042634210491E+000                  5.3933458660926767E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      52                  9.9999999982064081E-001                 -1.7573482833188485E-002                  4.0005952485862784E+000                 -6.4186685447290976E+000                  5.4040459471053133E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      53                  9.9999999981478138E-001                 -1.7577020429008355E-002                  4.0046648496495605E+000                 -6.4083674354145517E+000                  5.4196179386482708E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      54                  9.9999999980306264E-001                 -1.7583930026821706E-002                  4.0087965641245553E+000                 -6.3970915214716220E+000                  5.4362905483151325E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      55                  9.9999999979525012E-001                 -1.7588418541952422E-002                  4.0134634197586019E+000                 -6.3840572536690319E+000                  5.4554886693888065E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      56                  9.9999999977962517E-001                 -1.7597130549077317E-002                  4.0176696710015509E+000                 -6.3712697695493459E+000                  5.4738753818021255E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      57                  9.9999999977181264E-001                 -1.7601360352215115E-002                  4.0216583655164895E+000                 -6.3589970942866954E+000                  5.4915158453801318E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      58                  9.9999999975618770E-001                 -1.7609584599429271E-002                  4.0265087030357813E+000                 -6.3431240168296084E+000                  5.5139760017428703E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      59                  9.9999999974056286E-001                 -1.7617514126929832E-002                  4.0298498432228858E+000                 -6.3315851566072165E+000                  5.5300914152262548E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      60                  9.9999999973275022E-001                 -1.7621375094372820E-002                  4.0330495651489509E+000                 -6.3204706349730184E+000                  5.5456307095494406E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      61                  9.9999999971712528E-001                 -1.7628902211874194E-002                  4.0370037404323211E+000                 -6.3060863832752707E+000                  5.5655223175522517E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      62                  9.9999999970150033E-001                 -1.7636184479880003E-002                  4.0406829674131473E+000                 -6.2922296131112461E+000                  5.5845438584303615E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      63                  9.9999999968587538E-001                 -1.7643238413885171E-002                  4.0441220863598382E+000                 -6.2788610295310567E+000                  5.6027682810165720E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      64                  9.9999999967025055E-001                 -1.7650078847776515E-002                  4.0481532950510823E+000                 -6.2628269552917688E+000                  5.6245246887501681E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      65                  9.9999999964681308E-001                 -1.7659968156377062E-002                  4.0518503256754030E+000                 -6.2473646588783849E+000                  5.6452448292171917E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      66                  9.9999999963118802E-001                 -1.7666330787595774E-002                  4.0553439900435677E+000                 -6.2325871835839903E+000                  5.6650224002151202E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      67                  9.9999999960775054E-001                 -1.7675555947811412E-002                  4.0592275368546105E+000                 -6.2155715599241015E+000                  5.6876265788719440E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      68                  9.9999999958431307E-001                 -1.7684427210480587E-002                  4.0628411261906558E+000                 -6.1993256992220900E+000                  5.7091139442291672E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      69                  9.9999999956087560E-001                 -1.7692973265876155E-002                  4.0662190968738310E+000                 -6.1837840344590393E+000                  5.7295896964900512E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      70                  9.9999999953743801E-001                 -1.7701219377837765E-002                  4.0693898659424033E+000                 -6.1688819607961447E+000                  5.7491448369588207E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      71                  9.9999999951400054E-001                 -1.7709187784233707E-002                  4.0728731438196606E+000                 -6.1522532509007810E+000                  5.7709006542253514E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      72                  9.9999999948275065E-001                 -1.7719413854995938E-002                  4.0756495926080412E+000                 -6.1385096657552882E+000                  5.7887202060716954E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      73                  9.9999999946712581E-001                 -1.7724367877591813E-002                  4.0783245754818678E+000                 -6.1253285639903297E+000                  5.8058380958124252E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      74                  9.9999999943587570E-001                 -1.7733980208794110E-002                  4.0816643678780444E+000                 -6.1084125539180700E+000                  5.8276623178673734E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      75                  9.9999999940462581E-001                 -1.7743225934467120E-002                  4.0848015541223006E+000                 -6.0922576715338961E+000                  5.8484438302172466E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      76                  9.9999999937337569E-001                 -1.7752134614328875E-002                  4.0884953450164430E+000                 -6.0730971650436336E+000                  5.8730978726922505E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      77                  9.9999999932650074E-001                 -1.7764921849402069E-002                  4.0919021807087663E+000                 -6.0548490530517656E+000                  5.8964298928766778E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      78                  9.9999999929525074E-001                 -1.7773096491000350E-002                  4.0944889749885744E+000                 -6.0409184077272107E+000                  5.9142343447316685E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      79                  9.9999999926400074E-001                 -1.7781013519587181E-002                  4.0975660826485143E+000                 -6.0242474288424592E+000                  5.9355116387363616E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      80                  9.9999999921712579E-001                 -1.7792442605896283E-002                  4.1010149670620679E+000                 -6.0051513171169129E+000                  5.9597429088057812E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      81                  9.9999999917025084E-001                 -1.7803380883764004E-002                  4.1042487714545679E+000                 -5.9870007239955996E+000                  5.9826956064106032E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      82                  9.9999999912337578E-001                 -1.7813872212684205E-002                  4.1072930040856237E+000                 -5.9697258648670344E+000                  6.0044979470376072E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      83                  9.9999999907650106E-001                 -1.7823955136952348E-002                  4.1106462435288877E+000                 -5.9506205483044887E+000                  6.0286255957478945E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      84                  9.9999999901400105E-001                 -1.7836821456968525E-002                  4.1137725791319868E+000                 -5.9324638747694474E+000                  6.0514857049764599E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      85                  9.9999999896712599E-001                 -1.7846076791513652E-002                  4.1163198966143364E+000                 -5.9176269019082275E+000                  6.0701673160168284E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      86                  9.9999999892025104E-001                 -1.7855021834857279E-002                  4.1193536709974223E+000                 -5.8999192869224197E+000                  6.0924448150539288E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      87                  9.9999999884993851E-001                 -1.7867904295802057E-002                  4.1224768355270891E+000                 -5.8813226257310482E+000                  6.1157010552056263E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      88                  9.9999999879134482E-001                 -1.7878190512759240E-002                  4.1251696210292730E+000                 -5.8652136325577375E+000                  6.1358158459526653E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      89                  9.9999999873275092E-001                 -1.7888102870900070E-002                  4.1281568169528322E+000                 -5.8473177554693958E+000                  6.1581649896766333E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      90                  9.9999999865462608E-001                 -1.7900786798048525E-002                  4.1309649316063535E+000                 -5.8302526640217236E+000                  6.1794225222257513E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      91                  9.9999999859603217E-001                 -1.7909933881839500E-002                  4.1332659589910259E+000                 -5.8162794207976738E+000                  6.1968515664741330E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      92                  9.9999999853743837E-001                 -1.7918791897053216E-002                  4.1358374999566347E+000                 -5.8006702049696344E+000                  6.2163405629775736E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      93                  9.9999999845931342E-001                 -1.7930186424567611E-002                  4.1386232072215847E+000                 -5.7836108870746274E+000                  6.2375949416836303E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      94                  9.9999999838118836E-001                 -1.7941142891441133E-002                  4.1412703379136522E+000                 -5.7673072921690638E+000                  6.2578594804890217E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      95                  9.9999999830306352E-001                 -1.7951696456704420E-002                  4.1437924410199676E+000                 -5.7516885841010295E+000                  6.2772223039325548E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      96                  9.9999999822493857E-001                 -1.7961877952699420E-002                  4.1459007791511775E+000                 -5.7385414313537781E+000                  6.2934858363527146E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      97                  9.9999999816634477E-001                 -1.7969286824686185E-002                  4.1476484915515455E+000                 -5.7276575829516201E+000                  6.3069580150068303E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      98                  9.9999999810775086E-001                 -1.7976512695529179E-002                  4.1501850523996566E+000                 -5.7119818922848804E+000                  6.3264149545694774E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                      99                  9.9999999799056349E-001                 -1.7990453128063508E-002                  4.1528410776819902E+000                 -5.6952961651176945E+000                  6.3470607602535347E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                     100                  9.9999999791243865E-001                 -1.7999397165112091E-002                  4.1548843158769309E+000                 -5.6825196094900106E+000                  6.3628999128960926E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                     101                  9.9999999783431359E-001                 -1.8008082438192817E-002                  4.1573441157670397E+000                 -5.6671959284013020E+000                  6.3819210258035275E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                     102                  9.9999999771712611E-001                 -1.8020659608723850E-002                  4.1596796681054968E+000                 -5.6524594937514809E+000                  6.4001459634756168E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                     103                  9.9999999763900116E-001                 -1.8028765229475559E-002                  4.1619354775162201E+000                 -5.6383228836930703E+000                  6.4176380838042943E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
                                     104                  9.9999999752181368E-001                 -1.8040535074438788E-002                  4.1645160686144536E+000                 -5.6220186759555224E+000                  6.4377412164238548E+000                  6.9999998801022101E-001                  2.8000001198977920E-001                  1.9999999999999796E-002 
