                                                                                                                                                                                                                                                                
                        1                        2                        3                        4
                        l                     n_pg                Re(omega)                Im(omega)
                        2                        4  0.8113294468727599E+001  0.0000000000000000E+000
                        1                        2                        3                        4                        5
                        x                 Re(xi_r)                 Im(xi_r)                 Re(xi_h)                 Im(xi_h)
  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9203529331346033E-003  0.1111324863846600E-002  0.0000000000000000E+000  0.5556544695956024E-003  0.0000000000000000E+000
  0.1039966386193774E-002  0.1255752450224888E-002  0.0000000000000000E+000  0.6278720403548964E-003  0.0000000000000000E+000
  0.1159579839252944E-002  0.1400182100686449E-002  0.0000000000000000E+000  0.7000896253537334E-003  0.0000000000000000E+000
  0.1310287751119751E-002  0.1582159080061048E-002  0.0000000000000000E+000  0.7910806189346251E-003  0.0000000000000000E+000
  0.1460995662986557E-002  0.1764137125006741E-002  0.0000000000000000E+000  0.8820717418106281E-003  0.0000000000000000E+000
  0.1650884358646135E-002  0.1993426629004132E-002  0.0000000000000000E+000  0.9967191021851365E-003  0.0000000000000000E+000
  0.1840773054305712E-002  0.2222717000552045E-002  0.0000000000000000E+000  0.1111367200884095E-002  0.0000000000000000E+000
  0.2080034956818093E-002  0.2511626802615768E-002  0.0000000000000000E+000  0.1255826378898659E-002  0.0000000000000000E+000
  0.2319296859330475E-002  0.2800537857647732E-002  0.0000000000000000E+000  0.1400287244326625E-002  0.0000000000000000E+000
  0.2620782178678318E-002  0.3164586625982775E-002  0.0000000000000000E+000  0.1582319825044725E-002  0.0000000000000000E+000
  0.2922267498026161E-002  0.3528637720021530E-002  0.0000000000000000E+000  0.1764355865162488E-002  0.0000000000000000E+000
  0.3302183600846774E-002  0.3987400527642236E-002  0.0000000000000000E+000  0.1993753633163162E-002  0.0000000000000000E+000
  0.3682099703667387E-002  0.4446168053799733E-002  0.0000000000000000E+000  0.2223158631125378E-002  0.0000000000000000E+000
  0.4160900837802833E-002  0.5024352966388935E-002  0.0000000000000000E+000  0.2512282416776051E-002  0.0000000000000000E+000
  0.4639701971938278E-002  0.5602545938139089E-002  0.0000000000000000E+000  0.2801420645476387E-002  0.0000000000000000E+000
  0.5099164758699403E-002  0.6157396071493002E-002  0.0000000000000000E+000  0.3078896468919932E-002  0.0000000000000000E+000
  0.5558627545460530E-002  0.6712257097364099E-002  0.0000000000000000E+000  0.3356387054669435E-002  0.0000000000000000E+000
  0.6245989158360841E-002  0.7542366656331421E-002  0.0000000000000000E+000  0.3771553595625955E-002  0.0000000000000000E+000
  0.6768639774805322E-002  0.8173575347734280E-002  0.0000000000000000E+000  0.4087260040552616E-002  0.0000000000000000E+000
  0.7291290391249803E-002  0.8804802718361416E-002  0.0000000000000000E+000  0.4402994212227175E-002  0.0000000000000000E+000
  0.8033712313215114E-002  0.9701500369283104E-002  0.0000000000000000E+000  0.4851540214742574E-002  0.0000000000000000E+000
  0.8776134235180425E-002  0.1059824046802264E-001  0.0000000000000000E+000  0.5300150731246744E-002  0.0000000000000000E+000
  0.9779784977971731E-002  0.1181060070479206E-001  0.0000000000000000E+000  0.5906716447582552E-002  0.0000000000000000E+000
  0.1078343572076304E-001  0.1302305247465919E-001  0.0000000000000000E+000  0.6513427316357468E-002  0.0000000000000000E+000
  0.1166068504828845E-001  0.1408288437272172E-001  0.0000000000000000E+000  0.7043861160941265E-002  0.0000000000000000E+000
  0.1253793437581385E-001  0.1514280615850376E-001  0.0000000000000000E+000  0.7574427580635163E-002  0.0000000000000000E+000
  0.1341518370333926E-001  0.1620282494523964E-001  0.0000000000000000E+000  0.8105138268373849E-002  0.0000000000000000E+000
  0.1454644800751802E-001  0.1756995322815513E-001  0.0000000000000000E+000  0.8789716265586941E-002  0.0000000000000000E+000
  0.1567771231169677E-001  0.1893724786956518E-001  0.0000000000000000E+000  0.9474561059765197E-002  0.0000000000000000E+000
  0.1680897661587552E-001  0.2030473045673501E-001  0.0000000000000000E+000  0.1015973343766580E-001  0.0000000000000000E+000
  0.1774028948610247E-001  0.2143065564073026E-001  0.0000000000000000E+000  0.1072403424239282E-001  0.0000000000000000E+000
  0.1867160235632941E-001  0.2255672262732610E-001  0.0000000000000000E+000  0.1128851667326078E-001  0.0000000000000000E+000
  0.1960291522655636E-001  0.2368293082410599E-001  0.0000000000000000E+000  0.1185322466118154E-001  0.0000000000000000E+000
  0.2053422809678330E-001  0.2480929184712893E-001  0.0000000000000000E+000  0.1241821983047594E-001  0.0000000000000000E+000
  0.2154914563826640E-001  0.2603697708372757E-001  0.0000000000000000E+000  0.1303434758573060E-001  0.0000000000000000E+000
  0.2256406317974949E-001  0.2726490760344381E-001  0.0000000000000000E+000  0.1365086054091348E-001  0.0000000000000000E+000
  0.2357898072123258E-001  0.2849308282822672E-001  0.0000000000000000E+000  0.1426764326060815E-001  0.0000000000000000E+000
  0.2466754477920376E-001  0.2981062694348124E-001  0.0000000000000000E+000  0.1492945241067375E-001  0.0000000000000000E+000
  0.2575610883717493E-001  0.3112840877134326E-001  0.0000000000000000E+000  0.1559166102353265E-001  0.0000000000000000E+000
  0.2684467289514611E-001  0.3244643637778174E-001  0.0000000000000000E+000  0.1625433391160666E-001  0.0000000000000000E+000
  0.2793323695311728E-001  0.3376472473084128E-001  0.0000000000000000E+000  0.1691751229070516E-001  0.0000000000000000E+000
