                                                                                                                                                                                                                                                                
                        1                        2                        3                        4
                        l                     n_pg                Re(omega)                Im(omega)
                        2                       -4  0.1843861280685365E+001  0.0000000000000000E+000
                        1                        2                        3                        4                        5
                        x                 Re(xi_r)                 Im(xi_r)                 Re(xi_h)                 Im(xi_h)
  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9203529331346033E-003  0.2950366649974751E+000  0.0000000000000000E+000  0.1474746802395321E+000  0.0000000000000000E+000
  0.1039966386193774E-002  0.3333344787732705E+000  0.0000000000000000E+000  0.1665816615658408E+000  0.0000000000000000E+000
  0.1159579839252944E-002  0.3716033050074975E+000  0.0000000000000000E+000  0.1856710814937976E+000  0.0000000000000000E+000
  0.1310287751119751E-002  0.4197793333296237E+000  0.0000000000000000E+000  0.2096928504323727E+000  0.0000000000000000E+000
  0.1460995662986557E-002  0.4679068816590857E+000  0.0000000000000000E+000  0.2336760725226570E+000  0.0000000000000000E+000
  0.1650884358646135E-002  0.5284706925635184E+000  0.0000000000000000E+000  0.2638321400034013E+000  0.0000000000000000E+000
  0.1840773054305712E-002  0.5889411936084901E+000  0.0000000000000000E+000  0.2939100065321882E+000  0.0000000000000000E+000
  0.2080034956818093E-002  0.6649855177641771E+000  0.0000000000000000E+000  0.3316832662454661E+000  0.0000000000000000E+000
  0.2319296859330475E-002  0.7408448113030323E+000  0.0000000000000000E+000  0.3692999682868776E+000  0.0000000000000000E+000
  0.2620782178678318E-002  0.8361353976494356E+000  0.0000000000000000E+000  0.4164494150811824E+000  0.0000000000000000E+000
  0.2922267498026161E-002  0.9310573058496218E+000  0.0000000000000000E+000  0.4632867731101389E+000  0.0000000000000000E+000
  0.3302183600846774E-002  0.1050081257951229E+001  0.0000000000000000E+000  0.5218112289698106E+000  0.0000000000000000E+000
  0.3682099703667387E-002  0.1168371277086508E+001  0.0000000000000000E+000  0.5797156812471302E+000  0.0000000000000000E+000
  0.4160900837802833E-002  0.1316273210101660E+001  0.0000000000000000E+000  0.6517039229448254E+000  0.0000000000000000E+000
  0.4639701971938278E-002  0.1462717175432001E+001  0.0000000000000000E+000  0.7224643975221339E+000  0.0000000000000000E+000
  0.5099164758699403E-002  0.1601727430328036E+001  0.0000000000000000E+000  0.7890900441663790E+000  0.0000000000000000E+000
  0.5558627545460530E-002  0.1739107125837005E+001  0.0000000000000000E+000  0.8543491802921555E+000  0.0000000000000000E+000
  0.6245989158360841E-002  0.1941271953693780E+001  0.0000000000000000E+000  0.9491973129876815E+000  0.0000000000000000E+000
  0.6768639774805322E-002  0.2092086340827003E+001  0.0000000000000000E+000  0.1018886159643547E+001  0.0000000000000000E+000
  0.7291290391249803E-002  0.2240168817347981E+001  0.0000000000000000E+000  0.1086318181788416E+001  0.0000000000000000E+000
  0.8033712313215114E-002  0.2445450355083141E+001  0.0000000000000000E+000  0.1177956556125865E+001  0.0000000000000000E+000
  0.8776134235180425E-002  0.2644359140423633E+001  0.0000000000000000E+000  0.1264375738897522E+001  0.0000000000000000E+000
  0.9779784977971731E-002  0.2902249473357114E+001  0.0000000000000000E+000  0.1372306493947141E+001  0.0000000000000000E+000
  0.1078343572076304E-001  0.3146544848591766E+001  0.0000000000000000E+000  0.1469291748097853E+001  0.0000000000000000E+000
  0.1166068504828845E-001  0.3348166135733818E+001  0.0000000000000000E+000  0.1544583418907120E+001  0.0000000000000000E+000
  0.1253793437581385E-001  0.3538031444755499E+001  0.0000000000000000E+000  0.1610639850905918E+001  0.0000000000000000E+000
  0.1341518370333926E-001  0.3715602750106730E+001  0.0000000000000000E+000  0.1667159407566772E+001  0.0000000000000000E+000
  0.1454644800751802E-001  0.3925655553356517E+001  0.0000000000000000E+000  0.1725597191874513E+001  0.0000000000000000E+000
  0.1567771231169677E-001  0.4113622012855897E+001  0.0000000000000000E+000  0.1767400752190029E+001  0.0000000000000000E+000
  0.1680897661587552E-001  0.4278812827751515E+001  0.0000000000000000E+000  0.1792466956816911E+001  0.0000000000000000E+000
  0.1774028948610247E-001  0.4397375188176830E+001  0.0000000000000000E+000  0.1800616373708656E+001  0.0000000000000000E+000
  0.1867160235632941E-001  0.4499983904658974E+001  0.0000000000000000E+000  0.1797529198518999E+001  0.0000000000000000E+000
  0.1960291522655636E-001  0.4586533355942735E+001  0.0000000000000000E+000  0.1783449715978204E+001  0.0000000000000000E+000
  0.2053422809678330E-001  0.4657030493150445E+001  0.0000000000000000E+000  0.1758835699416467E+001  0.0000000000000000E+000
  0.2154914563826640E-001  0.4715745861733502E+001  0.0000000000000000E+000  0.1720738015397641E+001  0.0000000000000000E+000
  0.2256406317974949E-001  0.4755894670020480E+001  0.0000000000000000E+000  0.1671596749630175E+001  0.0000000000000000E+000
  0.2357898072123258E-001  0.4777910622776153E+001  0.0000000000000000E+000  0.1612101601462365E+001  0.0000000000000000E+000
  0.2466754477920376E-001  0.4781955490885118E+001  0.0000000000000000E+000  0.1537578565597262E+001  0.0000000000000000E+000
  0.2575610883717493E-001  0.4766441808890721E+001  0.0000000000000000E+000  0.1452925092516693E+001  0.0000000000000000E+000
  0.2684467289514611E-001  0.4732169895013562E+001  0.0000000000000000E+000  0.1359131881914533E+001  0.0000000000000000E+000
  0.2793323695311728E-001  0.4680008161669920E+001  0.0000000000000000E+000  0.1257198677936281E+001  0.0000000000000000E+000
