                                                                                                                                                                                                                                                                
                        1                        2                        3                        4
                        l                     n_pg                Re(omega)                Im(omega)
                        2                     -101  0.1051218022908655E+000  0.0000000000000000E+000
                        1                        2                        3                        4                        5
                        x                 Re(xi_r)                 Im(xi_r)                 Re(xi_h)                 Im(xi_h)
  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.2300882332836508E-003 -0.1607364427306506E+002  0.0000000000000000E+000 -0.7992287938321233E+001  0.0000000000000000E+000
  0.2492622527239550E-003 -0.1738387390263040E+002  0.0000000000000000E+000 -0.8618321034733606E+001  0.0000000000000000E+000
  0.2684362721642593E-003 -0.1868054710187777E+002  0.0000000000000000E+000 -0.9237055563454236E+001  0.0000000000000000E+000
  0.2876102916045635E-003 -0.1996415223283626E+002  0.0000000000000000E+000 -0.9847483260585324E+001  0.0000000000000000E+000
  0.3067843110448678E-003 -0.2123469038226779E+002  0.0000000000000000E+000 -0.1044876986879972E+002  0.0000000000000000E+000
  0.3451323499254762E-003 -0.2373513592241596E+002  0.0000000000000000E+000 -0.1162112812209226E+002  0.0000000000000000E+000
  0.3834803888060847E-003 -0.2617845147747606E+002  0.0000000000000000E+000 -0.1274887508992894E+002  0.0000000000000000E+000
  0.4218284276866932E-003 -0.2856004077175961E+002  0.0000000000000000E+000 -0.1382739460300511E+002  0.0000000000000000E+000
  0.4601764665673016E-003 -0.3087501174503777E+002  0.0000000000000000E+000 -0.1485244297178461E+002  0.0000000000000000E+000
  0.5176985248882143E-003 -0.3421125615178712E+002  0.0000000000000000E+000 -0.1628141067564388E+002  0.0000000000000000E+000
  0.5752205832091270E-003 -0.3737085866912805E+002  0.0000000000000000E+000 -0.1756906004508357E+002  0.0000000000000000E+000
  0.6327426415300398E-003 -0.4033872242720662E+002  0.0000000000000000E+000 -0.1870472009109195E+002  0.0000000000000000E+000
  0.6902646998509525E-003 -0.4310101648181070E+002  0.0000000000000000E+000 -0.1967918452883979E+002  0.0000000000000000E+000
  0.7669607776121694E-003 -0.4644218935015041E+002  0.0000000000000000E+000 -0.2071492890828396E+002  0.0000000000000000E+000
  0.8436568553733864E-003 -0.4937081855487939E+002  0.0000000000000000E+000 -0.2143681819240041E+002  0.0000000000000000E+000
  0.9203529331346033E-003 -0.5186614868234592E+002  0.0000000000000000E+000 -0.2183642056402023E+002  0.0000000000000000E+000
  0.1039966386193774E-002 -0.5485615211679185E+002  0.0000000000000000E+000 -0.2181071164387216E+002  0.0000000000000000E+000
  0.1159579839252944E-002 -0.5672302913580420E+002  0.0000000000000000E+000 -0.2100785828228692E+002  0.0000000000000000E+000
  0.1310287751119751E-002 -0.5747323137506336E+002  0.0000000000000000E+000 -0.1895646506151216E+002  0.0000000000000000E+000
  0.1460995662986557E-002 -0.5649423532942897E+002  0.0000000000000000E+000 -0.1588946447280477E+002  0.0000000000000000E+000
  0.1650884358646135E-002 -0.5301199665398099E+002  0.0000000000000000E+000 -0.1090006415138510E+002  0.0000000000000000E+000
  0.1840773054305712E-002 -0.4738491643124612E+002  0.0000000000000000E+000 -0.5157507903761863E+001  0.0000000000000000E+000
  0.2080034956818093E-002 -0.3806979475290824E+002  0.0000000000000000E+000  0.2287992218601444E+001  0.0000000000000000E+000
  0.2319296859330475E-002 -0.2733944430850281E+002  0.0000000000000000E+000  0.8861821012177808E+001  0.0000000000000000E+000
  0.2520287072229037E-002 -0.1812243526448897E+002  0.0000000000000000E+000  0.1295501886604715E+002  0.0000000000000000E+000
  0.2721277285127599E-002 -0.9476763302246452E+001  0.0000000000000000E+000  0.1535172050546678E+002  0.0000000000000000E+000
  0.2922267498026161E-002 -0.1964544741280992E+001  0.0000000000000000E+000  0.1587613771871053E+002  0.0000000000000000E+000
  0.3112225549436467E-002  0.3720653461110393E+001  0.0000000000000000E+000  0.1468280926633281E+002  0.0000000000000000E+000
  0.3302183600846774E-002  0.7816718287358054E+001  0.0000000000000000E+000  0.1207606841764451E+002  0.0000000000000000E+000
  0.3492141652257081E-002  0.1026571279369566E+002  0.0000000000000000E+000  0.8411310946226974E+001  0.0000000000000000E+000
  0.3682099703667387E-002  0.1114601450304686E+002  0.0000000000000000E+000  0.4139000751297461E+001  0.0000000000000000E+000
  0.3921500270735109E-002  0.1035347901334651E+002  0.0000000000000000E+000 -0.1331187460887997E+001  0.0000000000000000E+000
  0.4160900837802833E-002  0.7971907855790401E+001  0.0000000000000000E+000 -0.6069670923028386E+001  0.0000000000000000E+000
  0.4400301404870555E-002  0.4689420111381312E+001  0.0000000000000000E+000 -0.9321873268610622E+001  0.0000000000000000E+000
  0.4639701971938278E-002  0.1204464733719474E+001  0.0000000000000000E+000 -0.1063619549517557E+002  0.0000000000000000E+000
  0.4869433365318841E-002 -0.1765079573078650E+001  0.0000000000000000E+000 -0.9985080104795570E+001  0.0000000000000000E+000
  0.5099164758699403E-002 -0.3958046134222215E+001  0.0000000000000000E+000 -0.7702821123812903E+001  0.0000000000000000E+000
  0.5328896152079966E-002 -0.5152626674614484E+001  0.0000000000000000E+000 -0.4280107452896017E+001  0.0000000000000000E+000
  0.5558627545460530E-002 -0.5310423382725626E+001  0.0000000000000000E+000 -0.3660820900351669E+000  0.0000000000000000E+000
  0.5787748083093968E-002 -0.4560263898143959E+001  0.0000000000000000E+000  0.3338324709075524E+001  0.0000000000000000E+000
