                                                                                                                                                                                                                                                                
                        1                        2                        3                        4
                        l                     n_pg                Re(omega)                Im(omega)
                        2                       -7  0.1279796847453655E+001  0.0000000000000000E+000
                        1                        2                        3                        4                        5
                        x                 Re(xi_r)                 Im(xi_r)                 Re(xi_h)                 Im(xi_h)
  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9203529331346033E-003 -0.6822358103816271E+000  0.0000000000000000E+000 -0.3409121737581227E+000  0.0000000000000000E+000
  0.1039966386193774E-002 -0.7706735898668373E+000  0.0000000000000000E+000 -0.3849259842156653E+000  0.0000000000000000E+000
  0.1159579839252944E-002 -0.8589672295809769E+000  0.0000000000000000E+000 -0.4288536323179946E+000  0.0000000000000000E+000
  0.1310287751119751E-002 -0.9700096026728117E+000  0.0000000000000000E+000 -0.4840532828133277E+000  0.0000000000000000E+000
  0.1460995662986557E-002 -0.1080811789430815E+001  0.0000000000000000E+000 -0.5390642187358146E+000  0.0000000000000000E+000
  0.1650884358646135E-002 -0.1220044717808921E+001  0.0000000000000000E+000 -0.6080720038279653E+000  0.0000000000000000E+000
  0.1840773054305712E-002 -0.1358816325522745E+001  0.0000000000000000E+000 -0.6766973585863737E+000  0.0000000000000000E+000
  0.2080034956818093E-002 -0.1532933220890488E+001  0.0000000000000000E+000 -0.7625545327429523E+000  0.0000000000000000E+000
  0.2319296859330475E-002 -0.1706137285101975E+001  0.0000000000000000E+000 -0.8476480588841304E+000  0.0000000000000000E+000
  0.2620782178678318E-002 -0.1922922401741177E+001  0.0000000000000000E+000 -0.9536542670753316E+000  0.0000000000000000E+000
  0.2922267498026161E-002 -0.2137894379510721E+001  0.0000000000000000E+000 -0.1058144736875315E+001  0.0000000000000000E+000
  0.3302183600846774E-002 -0.2405887413477603E+001  0.0000000000000000E+000 -0.1187409231002030E+001  0.0000000000000000E+000
  0.3682099703667387E-002 -0.2670288698376443E+001  0.0000000000000000E+000 -0.1313683122727701E+001  0.0000000000000000E+000
  0.4160900837802833E-002 -0.2997770824261485E+001  0.0000000000000000E+000 -0.1468084936831427E+001  0.0000000000000000E+000
  0.4639701971938278E-002 -0.3318174743987637E+001  0.0000000000000000E+000 -0.1616630001216554E+001  0.0000000000000000E+000
  0.5099164758699403E-002 -0.3618299705738550E+001  0.0000000000000000E+000 -0.1753127900424248E+001  0.0000000000000000E+000
  0.5558627545460530E-002 -0.3910591504611352E+001  0.0000000000000000E+000 -0.1883205995611823E+001  0.0000000000000000E+000
  0.6245989158360841E-002 -0.4331857185928695E+001  0.0000000000000000E+000 -0.2064869180483898E+001  0.0000000000000000E+000
  0.6768639774805322E-002 -0.4638422382563398E+001  0.0000000000000000E+000 -0.2191832871184704E+001  0.0000000000000000E+000
  0.7291290391249803E-002 -0.4932184178210948E+001  0.0000000000000000E+000 -0.2308563551821695E+001  0.0000000000000000E+000
  0.8033712313215114E-002 -0.5325980474243539E+001  0.0000000000000000E+000 -0.2455857271985104E+001  0.0000000000000000E+000
  0.8776134235180425E-002 -0.5690614764310127E+001  0.0000000000000000E+000 -0.2580301183989607E+001  0.0000000000000000E+000
  0.9779784977971731E-002 -0.6134132118428682E+001  0.0000000000000000E+000 -0.2710607893613748E+001  0.0000000000000000E+000
  0.1078343572076304E-001 -0.6517920256610101E+001  0.0000000000000000E+000 -0.2795822918586604E+001  0.0000000000000000E+000
  0.1166068504828845E-001 -0.6802391830583858E+001  0.0000000000000000E+000 -0.2832813508214898E+001  0.0000000000000000E+000
  0.1253793437581385E-001 -0.7037951999935969E+001  0.0000000000000000E+000 -0.2834832016904942E+001  0.0000000000000000E+000
  0.1341518370333926E-001 -0.7223856557673002E+001  0.0000000000000000E+000 -0.2802416388596025E+001  0.0000000000000000E+000
  0.1454644800751802E-001 -0.7389925899601396E+001  0.0000000000000000E+000 -0.2711415985826478E+001  0.0000000000000000E+000
  0.1567771231169677E-001 -0.7473617746184374E+001  0.0000000000000000E+000 -0.2567878556040725E+001  0.0000000000000000E+000
  0.1680897661587552E-001 -0.7476745874500391E+001  0.0000000000000000E+000 -0.2376311201049195E+001  0.0000000000000000E+000
  0.1774028948610247E-001 -0.7420933090043364E+001  0.0000000000000000E+000 -0.2186575918954377E+001  0.0000000000000000E+000
  0.1867160235632941E-001 -0.7314853894868617E+001  0.0000000000000000E+000 -0.1971199815545995E+001  0.0000000000000000E+000
  0.1960291522655636E-001 -0.7161195235432310E+001  0.0000000000000000E+000 -0.1734053586326690E+001  0.0000000000000000E+000
  0.2053422809678330E-001 -0.6963150675349091E+001  0.0000000000000000E+000 -0.1479665111524759E+001  0.0000000000000000E+000
  0.2154914563826640E-001 -0.6701193524450441E+001  0.0000000000000000E+000 -0.1188465516841330E+001  0.0000000000000000E+000
  0.2256406317974949E-001 -0.6396213300646703E+001  0.0000000000000000E+000 -0.8884240188500641E+000  0.0000000000000000E+000
  0.2357898072123258E-001 -0.6053804142633251E+001  0.0000000000000000E+000 -0.5849417038938867E+000  0.0000000000000000E+000
  0.2466754477920376E-001 -0.5651522544380677E+001  0.0000000000000000E+000 -0.2612943610322749E+000  0.0000000000000000E+000
  0.2575610883717493E-001 -0.5219844902068127E+001  0.0000000000000000E+000  0.5451872159764523E-001  0.0000000000000000E+000
