                                                                                                                                                                                                                                                                
                        1                        2                        3                        4
                        l                     n_pg                Re(omega)                Im(omega)
                        2                     -104  0.1019860216353702E+000  0.0000000000000000E+000
                        1                        2                        3                        4                        5
                        x                 Re(xi_r)                 Im(xi_r)                 Re(xi_h)                 Im(xi_h)
  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.2300882332836508E-003  0.1638071367414448E+002  0.0000000000000000E+000  0.8142113467160291E+001  0.0000000000000000E+000
  0.2492622527239550E-003  0.1771410266725803E+002  0.0000000000000000E+000  0.8777329240054941E+001  0.0000000000000000E+000
  0.2684362721642593E-003  0.1903281861958752E+002  0.0000000000000000E+000  0.9404649046126217E+001  0.0000000000000000E+000
  0.2876102916045635E-003  0.2033739226746979E+002  0.0000000000000000E+000  0.1002298527794829E+002  0.0000000000000000E+000
  0.3067843110448678E-003  0.2162782772165036E+002  0.0000000000000000E+000  0.1063143915298702E+002  0.0000000000000000E+000
  0.3451323499254762E-003  0.2416475361281729E+002  0.0000000000000000E+000  0.1181569747631664E+002  0.0000000000000000E+000
  0.3834803888060847E-003  0.2663991661500707E+002  0.0000000000000000E+000  0.1295178290226819E+002  0.0000000000000000E+000
  0.4218284276866932E-003  0.2904839039224999E+002  0.0000000000000000E+000  0.1403475753204587E+002  0.0000000000000000E+000
  0.4601764665673016E-003  0.3138494026628679E+002  0.0000000000000000E+000  0.1506009980776694E+002  0.0000000000000000E+000
  0.5176985248882143E-003  0.3474284863376000E+002  0.0000000000000000E+000  0.1648120604621326E+002  0.0000000000000000E+000
  0.5752205832091270E-003  0.3791044349067302E+002  0.0000000000000000E+000  0.1775044987479333E+002  0.0000000000000000E+000
  0.6327426415300398E-003  0.4087176115831642E+002  0.0000000000000000E+000  0.1885671123730610E+002  0.0000000000000000E+000
  0.6902646998509525E-003  0.4361228305576886E+002  0.0000000000000000E+000  0.1979053596280105E+002  0.0000000000000000E+000
  0.7669607776121694E-003  0.4689988909939861E+002  0.0000000000000000E+000  0.2075456699668172E+002  0.0000000000000000E+000
  0.8436568553733864E-003  0.4974641538627115E+002  0.0000000000000000E+000  0.2138518759714992E+002  0.0000000000000000E+000
  0.9203529331346033E-003  0.5213111435532593E+002  0.0000000000000000E+000  0.2167511653898796E+002  0.0000000000000000E+000
  0.1039966386193774E-002  0.5489359787697432E+002  0.0000000000000000E+000  0.2144587642342858E+002  0.0000000000000000E+000
  0.1159579839252944E-002  0.5647091273096202E+002  0.0000000000000000E+000  0.2040882894634550E+002  0.0000000000000000E+000
  0.1310287751119751E-002  0.5678276693579124E+002  0.0000000000000000E+000  0.1803788906679382E+002  0.0000000000000000E+000
  0.1460995662986557E-002  0.5530616456188823E+002  0.0000000000000000E+000  0.1465312439872032E+002  0.0000000000000000E+000
  0.1650884358646135E-002  0.5116228691121454E+002  0.0000000000000000E+000  0.9315707774269480E+001  0.0000000000000000E+000
  0.1840773054305712E-002  0.4489738679565705E+002  0.0000000000000000E+000  0.3346609803030788E+001  0.0000000000000000E+000
  0.2080034956818093E-002  0.3492397476416232E+002  0.0000000000000000E+000 -0.4134617292516563E+001  0.0000000000000000E+000
  0.2319296859330475E-002  0.2380533723177200E+002  0.0000000000000000E+000 -0.1040425642251831E+002  0.0000000000000000E+000
  0.2520287072229037E-002  0.1453474502717572E+002  0.0000000000000000E+000 -0.1397837483623336E+002  0.0000000000000000E+000
  0.2721277285127599E-002  0.6108808707051317E+001  0.0000000000000000E+000 -0.1566837901860185E+002  0.0000000000000000E+000
  0.2922267498026161E-002 -0.9240533965267962E+000  0.0000000000000000E+000 -0.1538072572765849E+002  0.0000000000000000E+000
  0.3112225549436467E-002 -0.5956865290325011E+001  0.0000000000000000E+000 -0.1341785738265325E+002  0.0000000000000000E+000
  0.3302183600846774E-002 -0.9267118770461263E+001  0.0000000000000000E+000 -0.1013867375963082E+002  0.0000000000000000E+000
  0.3492141652257081E-002 -0.1087016925164215E+002  0.0000000000000000E+000 -0.5988748449371887E+001  0.0000000000000000E+000
  0.3682099703667387E-002 -0.1092369838564361E+002  0.0000000000000000E+000 -0.1489634373954944E+001  0.0000000000000000E+000
  0.3921500270735109E-002 -0.9236531893231136E+001  0.0000000000000000E+000  0.3845404531928572E+001  0.0000000000000000E+000
  0.4160900837802833E-002 -0.6233105671638120E+001  0.0000000000000000E+000  0.7978763903410099E+001  0.0000000000000000E+000
  0.4400301404870555E-002 -0.2678994193189614E+001  0.0000000000000000E+000  0.1024939383906972E+002  0.0000000000000000E+000
  0.4639701971938278E-002  0.7096866234772858E+000  0.0000000000000000E+000  0.1037994899134199E+002  0.0000000000000000E+000
  0.4869433365318841E-002  0.3280205954401256E+001  0.0000000000000000E+000  0.8608491864047421E+001  0.0000000000000000E+000
  0.5099164758699403E-002  0.4858934410318223E+001  0.0000000000000000E+000  0.5428210528269053E+001  0.0000000000000000E+000
  0.5328896152079966E-002  0.5337800819273058E+001  0.0000000000000000E+000  0.1498438260326777E+001  0.0000000000000000E+000
  0.5558627545460530E-002  0.4802156432665385E+001  0.0000000000000000E+000 -0.2430133820827345E+001  0.0000000000000000E+000
  0.5787748083093968E-002  0.3495287084166010E+001  0.0000000000000000E+000 -0.5645273376857147E+001  0.0000000000000000E+000
