                                                                                                                                                                                                                                                                
                        1                        2                        3                        4
                        l                     n_pg                Re(omega)                Im(omega)
                        2                      -76  0.1406081621375558E+000  0.0000000000000000E+000
                        1                        2                        3                        4                        5
                        x                 Re(xi_r)                 Im(xi_r)                 Re(xi_h)                 Im(xi_h)
  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.2300882332836508E-003  0.1155521945481597E+002  0.0000000000000000E+000  0.5759778174773964E+001  0.0000000000000000E+000
  0.2492622527239550E-003  0.1250643281668695E+002  0.0000000000000000E+000  0.6223676018709472E+001  0.0000000000000000E+000
  0.2684362721642593E-003  0.1345218632536265E+002  0.0000000000000000E+000  0.6684624362619133E+001  0.0000000000000000E+000
  0.2876102916045635E-003  0.1439267100979389E+002  0.0000000000000000E+000  0.7142207394184912E+001  0.0000000000000000E+000
  0.3067843110448678E-003  0.1532787958836277E+002  0.0000000000000000E+000  0.7596078090602063E+001  0.0000000000000000E+000
  0.3451323499254762E-003  0.1718184743105710E+002  0.0000000000000000E+000  0.8491507244692821E+001  0.0000000000000000E+000
  0.3834803888060847E-003  0.1901261454164632E+002  0.0000000000000000E+000  0.9368671185129205E+001  0.0000000000000000E+000
  0.4218284276866932E-003  0.2081820160596004E+002  0.0000000000000000E+000  0.1022555568331033E+002  0.0000000000000000E+000
  0.4601764665673016E-003  0.2259647854432912E+002  0.0000000000000000E+000  0.1106026083963160E+002  0.0000000000000000E+000
  0.5176985248882143E-003  0.2520767092278652E+002  0.0000000000000000E+000  0.1226686892058876E+002  0.0000000000000000E+000
  0.5752205832091270E-003  0.2774538967813856E+002  0.0000000000000000E+000  0.1341363807145468E+002  0.0000000000000000E+000
  0.6327426415300398E-003  0.3020254206577875E+002  0.0000000000000000E+000  0.1449510430687028E+002  0.0000000000000000E+000
  0.6902646998509525E-003  0.3257233517974652E+002  0.0000000000000000E+000  0.1550616183663749E+002  0.0000000000000000E+000
  0.7669607776121694E-003  0.3558461347717689E+002  0.0000000000000000E+000  0.1673674991790203E+002  0.0000000000000000E+000
  0.8436568553733864E-003  0.3841599318795010E+002  0.0000000000000000E+000  0.1782369724833432E+002  0.0000000000000000E+000
  0.9203529331346033E-003  0.4105331100478691E+002  0.0000000000000000E+000  0.1875832406355115E+002  0.0000000000000000E+000
  0.1039966386193774E-002  0.4474998708208307E+002  0.0000000000000000E+000  0.1989571219552847E+002  0.0000000000000000E+000
  0.1159579839252944E-002  0.4790899433359305E+002  0.0000000000000000E+000  0.2062468848096503E+002  0.0000000000000000E+000
  0.1310287751119751E-002  0.5107686921408069E+002  0.0000000000000000E+000  0.2094433912260937E+002  0.0000000000000000E+000
  0.1460995662986557E-002  0.5330454803643900E+002  0.0000000000000000E+000  0.2059465614803441E+002  0.0000000000000000E+000
  0.1650884358646135E-002  0.5474814501446488E+002  0.0000000000000000E+000  0.1923564011476503E+002  0.0000000000000000E+000
  0.1840773054305712E-002  0.5469139712557844E+002  0.0000000000000000E+000  0.1694305655104792E+002  0.0000000000000000E+000
  0.2080034956818093E-002  0.5260722838103511E+002  0.0000000000000000E+000  0.1294551843134064E+002  0.0000000000000000E+000
  0.2319296859330475E-002  0.4851909767077803E+002  0.0000000000000000E+000  0.8075445258911939E+001  0.0000000000000000E+000
  0.2520287072229037E-002  0.4379525281791120E+002  0.0000000000000000E+000  0.3646164640518217E+001  0.0000000000000000E+000
  0.2721277285127599E-002  0.3817931948172896E+002  0.0000000000000000E+000 -0.8004362339298589E+000  0.0000000000000000E+000
  0.2922267498026161E-002  0.3195611291762859E+002  0.0000000000000000E+000 -0.4989591078354120E+001  0.0000000000000000E+000
  0.3112225549436467E-002  0.2578037968093152E+002  0.0000000000000000E+000 -0.8482062181816048E+001  0.0000000000000000E+000
  0.3302183600846774E-002  0.1957163317754543E+002  0.0000000000000000E+000 -0.1134141207643445E+002  0.0000000000000000E+000
  0.3492141652257081E-002  0.1355993639158546E+002  0.0000000000000000E+000 -0.1343107743267895E+002  0.0000000000000000E+000
  0.3682099703667387E-002  0.7951436078427998E+001  0.0000000000000000E+000 -0.1466346207228855E+002  0.0000000000000000E+000
  0.3921500270735109E-002  0.1727176044518853E+001  0.0000000000000000E+000 -0.1497195636576262E+002  0.0000000000000000E+000
  0.4160900837802833E-002 -0.3330674294132101E+001  0.0000000000000000E+000 -0.1391579893324469E+002  0.0000000000000000E+000
  0.4400301404870555E-002 -0.7061423368037737E+001  0.0000000000000000E+000 -0.1166684285600134E+002  0.0000000000000000E+000
  0.4639701971938278E-002 -0.9412333191971760E+001  0.0000000000000000E+000 -0.8500886052302857E+001  0.0000000000000000E+000
  0.4869433365318841E-002 -0.1041502279518182E+002  0.0000000000000000E+000 -0.4921553421456881E+001  0.0000000000000000E+000
  0.5099164758699403E-002 -0.1031358767321520E+002  0.0000000000000000E+000 -0.1162734729748934E+001  0.0000000000000000E+000
  0.5328896152079966E-002 -0.9291685748914711E+001  0.0000000000000000E+000  0.2433146595730006E+001  0.0000000000000000E+000
  0.5558627545460530E-002 -0.7575476149745046E+001  0.0000000000000000E+000  0.5554158257207120E+001  0.0000000000000000E+000
  0.5787748083093968E-002 -0.5419441173896593E+001  0.0000000000000000E+000  0.7940702921695497E+001  0.0000000000000000E+000
