                                                                                                                                                                                                                                                                
                        1                        2                        3                        4
                        l                     n_pg                Re(omega)                Im(omega)
                        2                     -105  0.1009801014789711E+000  0.0000000000000000E+000
                        1                        2                        3                        4                        5
                        x                 Re(xi_r)                 Im(xi_r)                 Re(xi_h)                 Im(xi_h)
  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.2300882332836508E-003 -0.1664828096689505E+002  0.0000000000000000E+000 -0.8274118671380663E+001  0.0000000000000000E+000
  0.2492622527239550E-003 -0.1800280174561995E+002  0.0000000000000000E+000 -0.8918748807163730E+001  0.0000000000000000E+000
  0.2684362721642593E-003 -0.1934211299395018E+002  0.0000000000000000E+000 -0.9555195605473394E+001  0.0000000000000000E+000
  0.2876102916045635E-003 -0.2066676561246413E+002  0.0000000000000000E+000 -0.1018233300116993E+002  0.0000000000000000E+000
  0.3067843110448678E-003 -0.2197676489851919E+002  0.0000000000000000E+000 -0.1079923082926204E+002  0.0000000000000000E+000
  0.3451323499254762E-003 -0.2455122313470623E+002  0.0000000000000000E+000 -0.1199920245784172E+002  0.0000000000000000E+000
  0.3834803888060847E-003 -0.2706168593563958E+002  0.0000000000000000E+000 -0.1314927969955222E+002  0.0000000000000000E+000
  0.4218284276866932E-003 -0.2950306396652717E+002  0.0000000000000000E+000 -0.1424436473930215E+002  0.0000000000000000E+000
  0.4601764665673016E-003 -0.3186995243174016E+002  0.0000000000000000E+000 -0.1527979595719329E+002  0.0000000000000000E+000
  0.5176985248882143E-003 -0.3526817867059258E+002  0.0000000000000000E+000 -0.1671198788513645E+002  0.0000000000000000E+000
  0.5752205832091270E-003 -0.3846944250601486E+002  0.0000000000000000E+000 -0.1798715098809772E+002  0.0000000000000000E+000
  0.6327426415300398E-003 -0.4145732910945807E+002  0.0000000000000000E+000 -0.1909390963636300E+002  0.0000000000000000E+000
  0.6902646998509525E-003 -0.4421694774943244E+002  0.0000000000000000E+000 -0.2002264299864986E+002  0.0000000000000000E+000
  0.7669607776121694E-003 -0.4751789304141231E+002  0.0000000000000000E+000 -0.2097107720429334E+002  0.0000000000000000E+000
  0.8436568553733864E-003 -0.5036354438221682E+002  0.0000000000000000E+000 -0.2157611897754815E+002  0.0000000000000000E+000
  0.9203529331346033E-003 -0.5273299581060022E+002  0.0000000000000000E+000 -0.2183086307752297E+002  0.0000000000000000E+000
  0.1039966386193774E-002 -0.5544347620966426E+002  0.0000000000000000E+000 -0.2152915654807903E+002  0.0000000000000000E+000
  0.1159579839252944E-002 -0.5693610064573656E+002  0.0000000000000000E+000 -0.2040171757642104E+002  0.0000000000000000E+000
  0.1310287751119751E-002 -0.5710033616663522E+002  0.0000000000000000E+000 -0.1789917217124590E+002  0.0000000000000000E+000
  0.1460995662986557E-002 -0.5543956552846788E+002  0.0000000000000000E+000 -0.1437516227708729E+002  0.0000000000000000E+000
  0.1650884358646135E-002 -0.5103204199512011E+002  0.0000000000000000E+000 -0.8872587995983254E+001  0.0000000000000000E+000
  0.1840773054305712E-002 -0.4449452880155033E+002  0.0000000000000000E+000 -0.2777126014258379E+001  0.0000000000000000E+000
  0.2080034956818093E-002 -0.3421269177776635E+002  0.0000000000000000E+000  0.4773659942905635E+001  0.0000000000000000E+000
  0.2319296859330475E-002 -0.2287240672582981E+002  0.0000000000000000E+000  0.1098313175457097E+002  0.0000000000000000E+000
  0.2520287072229037E-002 -0.1351229096850132E+002  0.0000000000000000E+000  0.1440212302795398E+002  0.0000000000000000E+000
  0.2721277285127599E-002 -0.5098659981216664E+001  0.0000000000000000E+000  0.1585984136826352E+002  0.0000000000000000E+000
  0.2922267498026161E-002  0.1822188560024773E+001  0.0000000000000000E+000  0.1529302899374593E+002  0.0000000000000000E+000
  0.3112225549436467E-002  0.6670281192737270E+001  0.0000000000000000E+000  0.1305891875301941E+002  0.0000000000000000E+000
  0.3302183600846774E-002  0.9740565679940513E+001  0.0000000000000000E+000  0.9538984648783504E+001  0.0000000000000000E+000
  0.3492141652257081E-002  0.1107516737198188E+002  0.0000000000000000E+000  0.5213032691851165E+001  0.0000000000000000E+000
  0.3682099703667387E-002  0.1086105644975701E+002  0.0000000000000000E+000  0.6294028248107026E+000  0.0000000000000000E+000
  0.3921500270735109E-002  0.8882184457861584E+001  0.0000000000000000E+000 -0.4662284587101633E+001  0.0000000000000000E+000
  0.4160900837802833E-002  0.5677839445090640E+001  0.0000000000000000E+000 -0.8586274083127531E+001  0.0000000000000000E+000
  0.4400301404870555E-002  0.2041634846256659E+001  0.0000000000000000E+000 -0.1051782950338623E+002  0.0000000000000000E+000
  0.4639701971938278E-002 -0.1304676228674888E+001  0.0000000000000000E+000 -0.1024523308851810E+002  0.0000000000000000E+000
  0.4869433365318841E-002 -0.3732759293692148E+001  0.0000000000000000E+000 -0.8102225112364881E+001  0.0000000000000000E+000
  0.5099164758699403E-002 -0.5100934587237128E+001  0.0000000000000000E+000 -0.4638962450029775E+001  0.0000000000000000E+000
  0.5328896152079966E-002 -0.5342171056820751E+001  0.0000000000000000E+000 -0.5715503166804454E+000  0.0000000000000000E+000
  0.5558627545460530E-002 -0.4585152585579307E+001  0.0000000000000000E+000  0.3319498249146020E+001  0.0000000000000000E+000
  0.5787748083093968E-002 -0.3111520495586175E+001  0.0000000000000000E+000  0.6326439831912070E+001  0.0000000000000000E+000
