                                                                                                                                                                                                                                                                
                        1                        2                        3                        4
                        l                     n_pg                Re(omega)                Im(omega)
                        2                     -100  0.1062128115056402E+000  0.0000000000000000E+000
                        1                        2                        3                        4                        5
                        x                 Re(xi_r)                 Im(xi_r)                 Re(xi_h)                 Im(xi_h)
  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.2300882332836508E-003  0.1596667292149285E+002  0.0000000000000000E+000  0.7940009998991086E+001  0.0000000000000000E+000
  0.2492622527239550E-003  0.1726877961063178E+002  0.0000000000000000E+000  0.8562762918271355E+001  0.0000000000000000E+000
  0.2684362721642593E-003  0.1855769384950704E+002  0.0000000000000000E+000  0.9178412121689224E+001  0.0000000000000000E+000
  0.2876102916045635E-003  0.1983389025549531E+002  0.0000000000000000E+000  0.9785975326262951E+001  0.0000000000000000E+000
  0.3067843110448678E-003  0.2109736902256363E+002  0.0000000000000000E+000  0.1038463944040563E+002  0.0000000000000000E+000
  0.3451323499254762E-003  0.2358477716755112E+002  0.0000000000000000E+000  0.1155254797706768E+002  0.0000000000000000E+000
  0.3834803888060847E-003  0.2601656780775708E+002  0.0000000000000000E+000  0.1267700976023347E+002  0.0000000000000000E+000
  0.4218284276866932E-003  0.2838825378235570E+002  0.0000000000000000E+000  0.1375351532291461E+002  0.0000000000000000E+000
  0.4601764665673016E-003  0.3069505660202042E+002  0.0000000000000000E+000  0.1477791377883686E+002  0.0000000000000000E+000
  0.5176985248882143E-003  0.3402255421097868E+002  0.0000000000000000E+000  0.1620863295393665E+002  0.0000000000000000E+000
  0.5752205832091270E-003  0.3717789383015396E+002  0.0000000000000000E+000  0.1750150478192687E+002  0.0000000000000000E+000
  0.6327426415300398E-003  0.4014627266214466E+002  0.0000000000000000E+000  0.1864601760712266E+002  0.0000000000000000E+000
  0.6902646998509525E-003  0.4291409756371440E+002  0.0000000000000000E+000  0.1963306108704680E+002  0.0000000000000000E+000
  0.7669607776121694E-003  0.4627075386114862E+002  0.0000000000000000E+000  0.2069141665861543E+002  0.0000000000000000E+000
  0.8436568553733864E-003  0.4922433283708978E+002  0.0000000000000000E+000  0.2144247853435590E+002  0.0000000000000000E+000
  0.9203529331346033E-003  0.5175412567405179E+002  0.0000000000000000E+000  0.2187749048084525E+002  0.0000000000000000E+000
  0.1039966386193774E-002  0.5481636278916537E+002  0.0000000000000000E+000  0.2191819131578947E+002  0.0000000000000000E+000
  0.1159579839252944E-002  0.5677656804870198E+002  0.0000000000000000E+000  0.2119266071463349E+002  0.0000000000000000E+000
  0.1310287751119751E-002  0.5766993266865232E+002  0.0000000000000000E+000  0.1924826651871314E+002  0.0000000000000000E+000
  0.1460995662986557E-002  0.5685560693929677E+002  0.0000000000000000E+000  0.1628976810477254E+002  0.0000000000000000E+000
  0.1650884358646135E-002  0.5359584608068186E+002  0.0000000000000000E+000  0.1142316835417730E+002  0.0000000000000000E+000
  0.1840773054305712E-002  0.4818796376223688E+002  0.0000000000000000E+000  0.5767161601404977E+001  0.0000000000000000E+000
  0.2080034956818093E-002  0.3910786476107392E+002  0.0000000000000000E+000 -0.1647421758786395E+001  0.0000000000000000E+000
  0.2319296859330475E-002  0.2853005568139603E+002  0.0000000000000000E+000 -0.8300628336846870E+001  0.0000000000000000E+000
  0.2520287072229037E-002  0.1935456803416114E+002  0.0000000000000000E+000 -0.1254949989432652E+002  0.0000000000000000E+000
  0.2721277285127599E-002  0.1066069233434194E+002  0.0000000000000000E+000 -0.1516922976190643E+002  0.0000000000000000E+000
  0.2922267498026161E-002  0.3012135259045909E+001  0.0000000000000000E+000 -0.1596009989530867E+002  0.0000000000000000E+000
  0.3112225549436467E-002 -0.2872719682886234E+001  0.0000000000000000E+000 -0.1502943987656488E+002  0.0000000000000000E+000
  0.3302183600846774E-002 -0.7219792643687478E+001  0.0000000000000000E+000 -0.1266408236070357E+002  0.0000000000000000E+000
  0.3492141652257081E-002 -0.9948737399041878E+001  0.0000000000000000E+000 -0.9189034850776252E+001  0.0000000000000000E+000
  0.3682099703667387E-002 -0.1111265811824917E+002  0.0000000000000000E+000 -0.5029036787373848E+001  0.0000000000000000E+000
  0.3921500270735109E-002 -0.1064263574318341E+002  0.0000000000000000E+000  0.4336171721908286E+000  0.0000000000000000E+000
  0.4160900837802833E-002 -0.8505937929538817E+001  0.0000000000000000E+000  0.5323245926385081E+001  0.0000000000000000E+000
  0.4400301404870555E-002 -0.5359645464200169E+001  0.0000000000000000E+000  0.8865405222391571E+001  0.0000000000000000E+000
  0.4639701971938278E-002 -0.1889147615585892E+001  0.0000000000000000E+000  0.1056064342950821E+002  0.0000000000000000E+000
  0.4869433365318841E-002  0.1175181880852716E+001  0.0000000000000000E+000  0.1029825647352978E+002  0.0000000000000000E+000
  0.5099164758699403E-002  0.3547505168349675E+001  0.0000000000000000E+000  0.8359426632629607E+001  0.0000000000000000E+000
  0.5328896152079966E-002  0.4972651250341213E+001  0.0000000000000000E+000  0.5173858486293253E+001  0.0000000000000000E+000
  0.5558627545460530E-002  0.5372790900295643E+001  0.0000000000000000E+000  0.1346647783858676E+001  0.0000000000000000E+000
  0.5787748083093968E-002  0.4837125676316951E+001  0.0000000000000000E+000 -0.2439412913126552E+001  0.0000000000000000E+000
