                                                                                                                                                                                                                                                                
                        1                        2                        3                        4
                        l                     n_pg                Re(omega)                Im(omega)
                        2                       -6  0.1429237240901689E+001  0.0000000000000000E+000
                        1                        2                        3                        4                        5
                        x                 Re(xi_r)                 Im(xi_r)                 Re(xi_h)                 Im(xi_h)
  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9203529331346033E-003  0.5338333395829156E+000  0.0000000000000000E+000  0.2667870451884495E+000  0.0000000000000000E+000
  0.1039966386193774E-002  0.6030700730786210E+000  0.0000000000000000E+000  0.3012772822419452E+000  0.0000000000000000E+000
  0.1159579839252944E-002  0.6722170865918826E+000  0.0000000000000000E+000  0.3357137210710486E+000  0.0000000000000000E+000
  0.1310287751119751E-002  0.7592124390320830E+000  0.0000000000000000E+000  0.3790101359225142E+000  0.0000000000000000E+000
  0.1460995662986557E-002  0.8460581496377707E+000  0.0000000000000000E+000  0.4221886419645874E+000  0.0000000000000000E+000
  0.1650884358646135E-002  0.9552478870233142E+000  0.0000000000000000E+000  0.4764021512636398E+000  0.0000000000000000E+000
  0.1840773054305712E-002  0.1064150019220937E+001  0.0000000000000000E+000  0.5303765949688111E+000  0.0000000000000000E+000
  0.2080034956818093E-002  0.1200908360905654E+001  0.0000000000000000E+000  0.5980025419925081E+000  0.0000000000000000E+000
  0.2319296859330475E-002  0.1337097158319175E+001  0.0000000000000000E+000  0.6651506333796873E+000  0.0000000000000000E+000
  0.2620782178678318E-002  0.1507790396337005E+001  0.0000000000000000E+000  0.7489993641937558E+000  0.0000000000000000E+000
  0.2922267498026161E-002  0.1677351005307371E+001  0.0000000000000000E+000  0.8318980429826379E+000  0.0000000000000000E+000
  0.3302183600846774E-002  0.1889207153791678E+001  0.0000000000000000E+000  0.9348509299700213E+000  0.0000000000000000E+000
  0.3682099703667387E-002  0.2098815376223245E+001  0.0000000000000000E+000  0.1035924366789541E+001  0.0000000000000000E+000
  0.4160900837802833E-002  0.2359384540643433E+001  0.0000000000000000E+000  0.1160321305377435E+001  0.0000000000000000E+000
  0.4639701971938278E-002  0.2615510221234724E+001  0.0000000000000000E+000  0.1281021804799203E+001  0.0000000000000000E+000
  0.5099164758699403E-002  0.2856675736948823E+001  0.0000000000000000E+000  0.1393019871688201E+001  0.0000000000000000E+000
  0.5558627545460530E-002  0.3092903775787875E+001  0.0000000000000000E+000  0.1500942289391765E+001  0.0000000000000000E+000
  0.6245989158360841E-002  0.3436185126341678E+001  0.0000000000000000E+000  0.1654152060458471E+001  0.0000000000000000E+000
  0.6768639774805322E-002  0.3688487323727875E+001  0.0000000000000000E+000  0.1763496775160647E+001  0.0000000000000000E+000
  0.7291290391249803E-002  0.3932641738728432E+001  0.0000000000000000E+000  0.1866254766026099E+001  0.0000000000000000E+000
  0.8033712313215114E-002  0.4264447495806264E+001  0.0000000000000000E+000  0.2000228169726545E+001  0.0000000000000000E+000
  0.8776134235180425E-002  0.4577522620411373E+001  0.0000000000000000E+000  0.2119290556751657E+001  0.0000000000000000E+000
  0.9779784977971731E-002  0.4968779275320044E+001  0.0000000000000000E+000  0.2255237622829324E+001  0.0000000000000000E+000
  0.1078343572076304E-001  0.5321057486391377E+001  0.0000000000000000E+000  0.2361040944987201E+001  0.0000000000000000E+000
  0.1166068504828845E-001  0.5595359707959248E+001  0.0000000000000000E+000  0.2428041019185311E+001  0.0000000000000000E+000
  0.1253793437581385E-001  0.5837048357645879E+001  0.0000000000000000E+000  0.2470850714994619E+001  0.0000000000000000E+000
  0.1341518370333926E-001  0.6045233227337228E+001  0.0000000000000000E+000  0.2489368705253446E+001  0.0000000000000000E+000
  0.1454644800751802E-001  0.6263240662929077E+001  0.0000000000000000E+000  0.2477681865240136E+001  0.0000000000000000E+000
  0.1567771231169677E-001  0.6423849680454103E+001  0.0000000000000000E+000  0.2426764636282897E+001  0.0000000000000000E+000
  0.1680897661587552E-001  0.6527086076919545E+001  0.0000000000000000E+000  0.2338426704087428E+001  0.0000000000000000E+000
  0.1774028948610247E-001  0.6569536217767264E+001  0.0000000000000000E+000  0.2239425715787775E+001  0.0000000000000000E+000
  0.1867160235632941E-001  0.6574398012271046E+001  0.0000000000000000E+000  0.2118180385204920E+001  0.0000000000000000E+000
  0.1960291522655636E-001  0.6542719889546370E+001  0.0000000000000000E+000  0.1976649300874305E+001  0.0000000000000000E+000
  0.2053422809678330E-001  0.6475896609053096E+001  0.0000000000000000E+000  0.1817310814313005E+001  0.0000000000000000E+000
  0.2154914563826640E-001  0.6365158696892672E+001  0.0000000000000000E+000  0.1626665420962075E+001  0.0000000000000000E+000
  0.2256406317974949E-001  0.6217457081796121E+001  0.0000000000000000E+000  0.1421635759392006E+001  0.0000000000000000E+000
  0.2357898072123258E-001  0.6035736029533529E+001  0.0000000000000000E+000  0.1205452454800802E+001  0.0000000000000000E+000
  0.2466754477920376E-001  0.5806593197866721E+001  0.0000000000000000E+000  0.9647162903153813E+000  0.0000000000000000E+000
  0.2575610883717493E-001  0.5545871735483844E+001  0.0000000000000000E+000  0.7186446576318561E+000  0.0000000000000000E+000
  0.2684467289514611E-001  0.5257667659891470E+001  0.0000000000000000E+000  0.4709786593823092E+000  0.0000000000000000E+000
  0.2793323695311728E-001  0.4946120333199678E+001  0.0000000000000000E+000  0.2252607768405244E+000  0.0000000000000000E+000
