                                                                                                                                                                                                                                                                
                        1                        2                        3                        4
                        l                     n_pg                Re(omega)                Im(omega)
                        2                       10  0.1688548618284157E+002  0.0000000000000000E+000
                        1                        2                        3                        4                        5
                        x                 Re(xi_r)                 Im(xi_r)                 Re(xi_h)                 Im(xi_h)
  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9999989778475690E-003  0.1105416992614646E-001  0.0000000000000000E+000  0.5527154801033315E-002  0.0000000000000000E+000
  0.1045453476840640E-002  0.1155656809206232E-001  0.0000000000000000E+000  0.5778381530835966E-002  0.0000000000000000E+000
  0.1090907975833712E-002  0.1205896186925321E-001  0.0000000000000000E+000  0.6029605861809161E-002  0.0000000000000000E+000
  0.1136362474826783E-002  0.1256135046383086E-001  0.0000000000000000E+000  0.6280827890799454E-002  0.0000000000000000E+000
  0.1181816973819854E-002  0.1306373321117275E-001  0.0000000000000000E+000  0.6532047671611927E-002  0.0000000000000000E+000
  0.1227271472812926E-002  0.1356610953953012E-001  0.0000000000000000E+000  0.6783265227135832E-002  0.0000000000000000E+000
  0.1272725971805997E-002  0.1406847894477508E-001  0.0000000000000000E+000  0.7034480557757725E-002  0.0000000000000000E+000
  0.1318180470799068E-002  0.1457084097262237E-001  0.0000000000000000E+000  0.7285693647283840E-002  0.0000000000000000E+000
  0.1363634969792140E-002  0.1507319520594496E-001  0.0000000000000000E+000  0.7536904467165023E-002  0.0000000000000000E+000
  0.1409089468785211E-002  0.1557554125561120E-001  0.0000000000000000E+000  0.7788112979548159E-002  0.0000000000000000E+000
  0.1454543967778282E-002  0.1607787875378981E-001  0.0000000000000000E+000  0.8039319139505466E-002  0.0000000000000000E+000
  0.1545452965764425E-002  0.1708252678679019E-001  0.0000000000000000E+000  0.8541724168377188E-002  0.0000000000000000E+000
  0.1636361963750567E-002  0.1808713653488714E-001  0.0000000000000000E+000  0.9044119137282982E-002  0.0000000000000000E+000
  0.1727270961736710E-002  0.1909170545184579E-001  0.0000000000000000E+000  0.9546503555394057E-002  0.0000000000000000E+000
  0.1818179959722853E-002  0.2009623107261711E-001  0.0000000000000000E+000  0.1004887690507655E-001  0.0000000000000000E+000
  0.1909088957708995E-002  0.2110071098440200E-001  0.0000000000000000E+000  0.1055123865150649E-001  0.0000000000000000E+000
  0.1999997955695138E-002  0.2210514280885362E-001  0.0000000000000000E+000  0.1105358824857808E-001  0.0000000000000000E+000
  0.2071426454112821E-002  0.2289430392974939E-001  0.0000000000000000E+000  0.1144828263106920E-001  0.0000000000000000E+000
  0.2142854952530505E-002  0.2368343277853018E-001  0.0000000000000000E+000  0.1184296889182597E-001  0.0000000000000000E+000
  0.2214283450948189E-002  0.2447252822229186E-001  0.0000000000000000E+000  0.1223764675736806E-001  0.0000000000000000E+000
  0.2285711949365872E-002  0.2526158913172446E-001  0.0000000000000000E+000  0.1263231595300627E-001  0.0000000000000000E+000
  0.2428568946201239E-002  0.2683960324702551E-001  0.0000000000000000E+000  0.1342162709694688E-001  0.0000000000000000E+000
  0.2571425943036606E-002  0.2841746565220516E-001  0.0000000000000000E+000  0.1421090027191629E-001  0.0000000000000000E+000
  0.2714282939871973E-002  0.2999516740298857E-001  0.0000000000000000E+000  0.1500013325026039E-001  0.0000000000000000E+000
  0.2857139936707340E-002  0.3157269956168463E-001  0.0000000000000000E+000  0.1578932380222614E-001  0.0000000000000000E+000
  0.2999996933542707E-002  0.3315005319507648E-001  0.0000000000000000E+000  0.1657846969672845E-001  0.0000000000000000E+000
  0.3099996831327464E-002  0.3425408953070452E-001  0.0000000000000000E+000  0.1713084412711835E-001  0.0000000000000000E+000
  0.3199996729112221E-002  0.3535803097589062E-001  0.0000000000000000E+000  0.1768319481446269E-001  0.0000000000000000E+000
  0.3399996524681734E-002  0.3756561805117208E-001  0.0000000000000000E+000  0.1878782153440098E-001  0.0000000000000000E+000
  0.3599996320251248E-002  0.3977278857963337E-001  0.0000000000000000E+000  0.1989234419095715E-001  0.0000000000000000E+000
  0.3799996115820762E-002  0.4197951813606451E-001  0.0000000000000000E+000  0.2099675664835564E-001  0.0000000000000000E+000
  0.3999995911390276E-002  0.4418578228459633E-001  0.0000000000000000E+000  0.2210105277634780E-001  0.0000000000000000E+000
  0.4249995655852169E-002  0.4694292180231703E-001  0.0000000000000000E+000  0.2348124966734779E-001  0.0000000000000000E+000
  0.4499995400314061E-002  0.4969924798257522E-001  0.0000000000000000E+000  0.2486124333443201E-001  0.0000000000000000E+000
  0.4749995144775953E-002  0.5245471315084446E-001  0.0000000000000000E+000  0.2624102180391103E-001  0.0000000000000000E+000
  0.4999994889237845E-002  0.5520926961913623E-001  0.0000000000000000E+000  0.2762057311288167E-001  0.0000000000000000E+000
  0.5166661385545774E-002  0.5704511108377223E-001  0.0000000000000000E+000  0.2854014225751012E-001  0.0000000000000000E+000
  0.5333327881853703E-002  0.5888051348822679E-001  0.0000000000000000E+000  0.2945960154287226E-001  0.0000000000000000E+000
  0.5666660874469559E-002  0.6254994966691592E-001  0.0000000000000000E+000  0.3129817468941503E-001  0.0000000000000000E+000
  0.5999993867085415E-002  0.6621745882524528E-001  0.0000000000000000E+000  0.3313626635091770E-001  0.0000000000000000E+000
  0.6333326859701272E-002  0.6988292820153513E-001  0.0000000000000000E+000  0.3497384816135453E-001  0.0000000000000000E+000
