                                                                                                                                                                                                                                                                
                        1                        2                        3                        4
                        l                     n_pg                Re(omega)                Im(omega)
                        4                        6  0.1205201587943043E+002  0.0000000000000000E+000
                        1                        2                        3                        4                        5
                        x                 Re(xi_r)                 Im(xi_r)                 Re(xi_h)                 Im(xi_h)
  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9999989778475690E-003  0.4664716674206200E-007  0.0000000000000000E+000  0.1166180337791690E-007  0.0000000000000000E+000
  0.1049998926739947E-002  0.5399984240664717E-007  0.0000000000000000E+000  0.1349999085652847E-007  0.0000000000000000E+000
  0.1099998875632326E-002  0.6208719428598860E-007  0.0000000000000000E+000  0.1552184756841568E-007  0.0000000000000000E+000
  0.1149998824524704E-002  0.7094420233848699E-007  0.0000000000000000E+000  0.1773611954047746E-007  0.0000000000000000E+000
  0.1199998773417083E-002  0.8060584665072679E-007  0.0000000000000000E+000  0.2015155262748786E-007  0.0000000000000000E+000
  0.1249998722309461E-002  0.9110710722396291E-007  0.0000000000000000E+000  0.2277689254819828E-007  0.0000000000000000E+000
  0.1299998671201839E-002  0.1024829638374494E-006  0.0000000000000000E+000  0.2562088490607273E-007  0.0000000000000000E+000
  0.1349998620094218E-002  0.1147683959567597E-006  0.0000000000000000E+000  0.2869227520102611E-007  0.0000000000000000E+000
  0.1399998568986597E-002  0.1279983826690885E-006  0.0000000000000000E+000  0.3199980883576857E-007  0.0000000000000000E+000
  0.1499998466771354E-002  0.1574319343903237E-006  0.0000000000000000E+000  0.3935828719759290E-007  0.0000000000000000E+000
  0.1599998364556110E-002  0.1910634421806684E-006  0.0000000000000000E+000  0.4776628140871558E-007  0.0000000000000000E+000
  0.1699998262340867E-002  0.2291727212329126E-006  0.0000000000000000E+000  0.5729375129554811E-007  0.0000000000000000E+000
  0.1799998160125624E-002  0.2720395776507827E-006  0.0000000000000000E+000  0.6801065510338976E-007  0.0000000000000000E+000
  0.1899998057910381E-002  0.3199438077781654E-006  0.0000000000000000E+000  0.7998694941974294E-007  0.0000000000000000E+000
  0.1999997955695138E-002  0.3731651975756210E-006  0.0000000000000000E+000  0.9329258908820716E-007  0.0000000000000000E+000
  0.2083331203849102E-002  0.4217799187982644E-006  0.0000000000000000E+000  0.1054465620104690E-006  0.0000000000000000E+000
  0.2166664452003066E-002  0.4744433010729285E-006  0.0000000000000000E+000  0.1186127508804996E-006  0.0000000000000000E+000
  0.2249997700157031E-002  0.5313172391926639E-006  0.0000000000000000E+000  0.1328316357390851E-006  0.0000000000000000E+000
  0.2333330948310995E-002  0.5925636218848757E-006  0.0000000000000000E+000  0.1481436956119696E-006  0.0000000000000000E+000
  0.2499997444618923E-002  0.7288212496027184E-006  0.0000000000000000E+000  0.1822092501070906E-006  0.0000000000000000E+000
  0.2666663940926851E-002  0.8845111573264753E-006  0.0000000000000000E+000  0.2211332260870566E-006  0.0000000000000000E+000
  0.2833330437234779E-002  0.1060928213007506E-005  0.0000000000000000E+000  0.2652394151544937E-006  0.0000000000000000E+000
  0.2999996933542707E-002  0.1259367164711958E-005  0.0000000000000000E+000  0.3148515889908211E-006  0.0000000000000000E+000
  0.3199996729112221E-002  0.1528385632663697E-005  0.0000000000000000E+000  0.3821099355872359E-006  0.0000000000000000E+000
  0.3399996524681734E-002  0.1833216724565830E-005  0.0000000000000000E+000  0.4583224986366859E-006  0.0000000000000000E+000
  0.3599996320251248E-002  0.2176096991284220E-005  0.0000000000000000E+000  0.5440486266620433E-006  0.0000000000000000E+000
  0.3799996115820762E-002  0.2559262667218757E-005  0.0000000000000000E+000  0.6398476155483510E-006  0.0000000000000000E+000
  0.3999995911390276E-002  0.2984949651851239E-005  0.0000000000000000E+000  0.7462787054147784E-006  0.0000000000000000E+000
  0.4249995655852169E-002  0.3580259678736570E-005  0.0000000000000000E+000  0.8951208263572378E-006  0.0000000000000000E+000
  0.4499995400314061E-002  0.4249867738080860E-005  0.0000000000000000E+000  0.1062541336022763E-005  0.0000000000000000E+000
  0.4749995144775953E-002  0.4998138345833866E-005  0.0000000000000000E+000  0.1249632087067710E-005  0.0000000000000000E+000
  0.4999994889237845E-002  0.5829434995618456E-005  0.0000000000000000E+000  0.1457484762086713E-005  0.0000000000000000E+000
  0.5333327881853703E-002  0.7074522081187033E-005  0.0000000000000000E+000  0.1768804486099006E-005  0.0000000000000000E+000
  0.5666660874469559E-002  0.8485303646592483E-005  0.0000000000000000E+000  0.2121561468172190E-005  0.0000000000000000E+000
  0.5999993867085415E-002  0.1007211325076841E-004  0.0000000000000000E+000  0.2518341807564854E-005  0.0000000000000000E+000
  0.6333326859701272E-002  0.1184528038344696E-004  0.0000000000000000E+000  0.2961730927030597E-005  0.0000000000000000E+000
  0.6666659852317128E-002  0.1381513022857366E-004  0.0000000000000000E+000  0.3454313532549189E-005  0.0000000000000000E+000
  0.6999992844932984E-002  0.1599198342665466E-004  0.0000000000000000E+000  0.3998673573253780E-005  0.0000000000000000E+000
  0.7499992333856769E-002  0.1966796006760011E-004  0.0000000000000000E+000  0.4917946547220447E-005  0.0000000000000000E+000
  0.7999991822780553E-002  0.2386769817749943E-004  0.0000000000000000E+000  0.5968245250417965E-005  0.0000000000000000E+000
  0.8499991311704338E-002  0.2862596522943841E-004  0.0000000000000000E+000  0.7158279692605869E-005  0.0000000000000000E+000
