                                                                                                                                                                                                                                                                
                        1                        2                        3                        4
                        l                     n_pg                Re(omega)                Im(omega)
                        2                        2  0.4849195773002871E+001  0.0000000000000000E+000
                        1                        2                        3                        4                        5
                        x                 Re(xi_r)                 Im(xi_r)                 Re(xi_h)                 Im(xi_h)
  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9999989778475690E-003  0.1847213386373269E-002  0.0000000000000000E+000  0.9236069571233244E-003  0.0000000000000000E+000
  0.1045453476840640E-002  0.1931176563331924E-002  0.0000000000000000E+000  0.9655890450645443E-003  0.0000000000000000E+000
  0.1090907975833712E-002  0.2015139706460778E-002  0.0000000000000000E+000  0.1007571090265040E-002  0.0000000000000000E+000
  0.1136362474826783E-002  0.2099102798480774E-002  0.0000000000000000E+000  0.1049553096153260E-002  0.0000000000000000E+000
  0.1181816973819854E-002  0.2183065825504812E-002  0.0000000000000000E+000  0.1091535065034642E-002  0.0000000000000000E+000
  0.1227271472812926E-002  0.2267028776084089E-002  0.0000000000000000E+000  0.1133516998408633E-002  0.0000000000000000E+000
  0.1272725971805997E-002  0.2350991640546173E-002  0.0000000000000000E+000  0.1175498897188569E-002  0.0000000000000000E+000
  0.1318180470799068E-002  0.2434954410528906E-002  0.0000000000000000E+000  0.1217480761856401E-002  0.0000000000000000E+000
  0.1363634969792140E-002  0.2518917078647747E-002  0.0000000000000000E+000  0.1259462592573026E-002  0.0000000000000000E+000
  0.1409089468785211E-002  0.2602879638255383E-002  0.0000000000000000E+000  0.1301444389257932E-002  0.0000000000000000E+000
  0.1454543967778282E-002  0.2686842083266015E-002  0.0000000000000000E+000  0.1343426151647349E-002  0.0000000000000000E+000
  0.1545452965764425E-002  0.2854766609412165E-002  0.0000000000000000E+000  0.1427389571077959E-002  0.0000000000000000E+000
  0.1636361963750567E-002  0.3022690612991461E-002  0.0000000000000000E+000  0.1511352847293153E-002  0.0000000000000000E+000
  0.1727270961736710E-002  0.3190614055802420E-002  0.0000000000000000E+000  0.1595315974796671E-002  0.0000000000000000E+000
  0.1818179959722853E-002  0.3358536901803570E-002  0.0000000000000000E+000  0.1679278947408558E-002  0.0000000000000000E+000
  0.1909088957708995E-002  0.3526459116350332E-002  0.0000000000000000E+000  0.1763241758514088E-002  0.0000000000000000E+000
  0.1999997955695138E-002  0.3694380665724497E-002  0.0000000000000000E+000  0.1847204401216179E-002  0.0000000000000000E+000
  0.2071426454112821E-002  0.3826318536594596E-002  0.0000000000000000E+000  0.1913174926167477E-002  0.0000000000000000E+000
  0.2142854952530505E-002  0.3958255960456169E-002  0.0000000000000000E+000  0.1979145338065810E-002  0.0000000000000000E+000
  0.2214283450948189E-002  0.4090192921333361E-002  0.0000000000000000E+000  0.2045115633148559E-002  0.0000000000000000E+000
  0.2285711949365872E-002  0.4222129403339861E-002  0.0000000000000000E+000  0.2111085807618113E-002  0.0000000000000000E+000
  0.2428568946201239E-002  0.4486000878069846E-002  0.0000000000000000E+000  0.2243025775887657E-002  0.0000000000000000E+000
  0.2571425943036606E-002  0.4749870246026760E-002  0.0000000000000000E+000  0.2374965216242921E-002  0.0000000000000000E+000
  0.2714282939871973E-002  0.5013737382324408E-002  0.0000000000000000E+000  0.2506904097424622E-002  0.0000000000000000E+000
  0.2857139936707340E-002  0.5277602162187416E-002  0.0000000000000000E+000  0.2638842388088349E-002  0.0000000000000000E+000
  0.2999996933542707E-002  0.5541464460899422E-002  0.0000000000000000E+000  0.2770780056828917E-002  0.0000000000000000E+000
  0.3099996831327464E-002  0.5726166521645083E-002  0.0000000000000000E+000  0.2863136040316984E-002  0.0000000000000000E+000
  0.3199996729112221E-002  0.5910867263573621E-002  0.0000000000000000E+000  0.2955491693722492E-002  0.0000000000000000E+000
  0.3399996524681734E-002  0.6280264649388244E-002  0.0000000000000000E+000  0.3140201958129821E-002  0.0000000000000000E+000
  0.3599996320251248E-002  0.6649656242135765E-002  0.0000000000000000E+000  0.3324910776735472E-002  0.0000000000000000E+000
  0.3799996115820762E-002  0.7019041702480236E-002  0.0000000000000000E+000  0.3509618063916007E-002  0.0000000000000000E+000
  0.3999995911390276E-002  0.7388420690660539E-002  0.0000000000000000E+000  0.3694323734174596E-002  0.0000000000000000E+000
  0.4249995655852169E-002  0.7850134833743892E-002  0.0000000000000000E+000  0.3925203409115127E-002  0.0000000000000000E+000
  0.4499995400314061E-002  0.8311837662853601E-002  0.0000000000000000E+000  0.4156080259746184E-002  0.0000000000000000E+000
  0.4749995144775953E-002  0.8773528514943781E-002  0.0000000000000000E+000  0.4386954119139363E-002  0.0000000000000000E+000
  0.4999994889237845E-002  0.9235206726284285E-002  0.0000000000000000E+000  0.4617824820594555E-002  0.0000000000000000E+000
  0.5166661385545774E-002  0.9542984820334626E-002  0.0000000000000000E+000  0.4771736794726712E-002  0.0000000000000000E+000
  0.5333327881853703E-002  0.9850756807693780E-002  0.0000000000000000E+000  0.4925647240750786E-002  0.0000000000000000E+000
  0.5666660874469559E-002  0.1046628180721960E-001  0.0000000000000000E+000  0.5233463306970930E-002  0.0000000000000000E+000
  0.5999993867085415E-002  0.1108177998363550E-001  0.0000000000000000E+000  0.5541272679880343E-002  0.0000000000000000E+000
  0.6333326859701272E-002  0.1169724976632039E-001  0.0000000000000000E+000  0.5849074963243661E-002  0.0000000000000000E+000
