                                                                                                                                                                                                                                                                
                        1                        2                        3                        4
                        l                     n_pg                Re(omega)                Im(omega)
                        6                        0  0.2736957409300090E+001  0.0000000000000000E+000
                        1                        2                        3                        4                        5
                        x                 Re(xi_r)                 Im(xi_r)                 Re(xi_h)                 Im(xi_h)
  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9999989778475690E-003  0.2035618670984264E-014  0.0000000000000000E+000  0.3392694118585319E-015  0.0000000000000000E+000
  0.1017856102451990E-002  0.2223978313628687E-014  0.0000000000000000E+000  0.3706627090265742E-015  0.0000000000000000E+000
  0.1035713227056411E-002  0.2426030325915316E-014  0.0000000000000000E+000  0.4043380610800506E-015  0.0000000000000000E+000
  0.1053570351660832E-002  0.2642507997495773E-014  0.0000000000000000E+000  0.4404176836865635E-015  0.0000000000000000E+000
  0.1071427476265253E-002  0.2874170344279948E-014  0.0000000000000000E+000  0.4790280800654012E-015  0.0000000000000000E+000
  0.1089284600869673E-002  0.3121802551901547E-014  0.0000000000000000E+000  0.5203001149258835E-015  0.0000000000000000E+000
  0.1107141725474094E-002  0.3386216419202015E-014  0.0000000000000000E+000  0.5643690884031785E-015  0.0000000000000000E+000
  0.1124998850078515E-002  0.3668250801728835E-014  0.0000000000000000E+000  0.6113748099921076E-015  0.0000000000000000E+000
  0.1142855974682936E-002  0.3968772055245760E-014  0.0000000000000000E+000  0.6614616724794451E-015  0.0000000000000000E+000
  0.1160713099287357E-002  0.4288674479252202E-014  0.0000000000000000E+000  0.7147787258749754E-015  0.0000000000000000E+000
  0.1178570223891778E-002  0.4628880760510275E-014  0.0000000000000000E+000  0.7714797513415980E-015  0.0000000000000000E+000
  0.1196427348496199E-002  0.4990342416577682E-014  0.0000000000000000E+000  0.8317233351246381E-015  0.0000000000000000E+000
  0.1214284473100619E-002  0.5374040239346138E-014  0.0000000000000000E+000  0.8956729424806473E-015  0.0000000000000000E+000
  0.1232141597705040E-002  0.5780984738583380E-014  0.0000000000000000E+000  0.9634969916056397E-015  0.0000000000000000E+000
  0.1249998722309461E-002  0.6212216585478945E-014  0.0000000000000000E+000  0.1035368927563029E-014  0.0000000000000000E+000
  0.1267855846913882E-002  0.6668807056192598E-014  0.0000000000000000E+000  0.1111467296211229E-014  0.0000000000000000E+000
  0.1285712971518303E-002  0.7151858475405447E-014  0.0000000000000000E+000  0.1191975818131087E-014  0.0000000000000000E+000
  0.1303570096122724E-002  0.7662504659873015E-014  0.0000000000000000E+000  0.1277083462553126E-014  0.0000000000000000E+000
  0.1321427220727145E-002  0.8201911361979862E-014  0.0000000000000000E+000  0.1366984521284619E-014  0.0000000000000000E+000
  0.1339284345331566E-002  0.8771276713296281E-014  0.0000000000000000E+000  0.1461878682636655E-014  0.0000000000000000E+000
  0.1357141469935986E-002  0.9371831668135917E-014  0.0000000000000000E+000  0.1561971105351077E-014  0.0000000000000000E+000
  0.1374998594540407E-002  0.1000484044711508E-013  0.0000000000000000E+000  0.1667472492527436E-014  0.0000000000000000E+000
  0.1392855719144828E-002  0.1067160098071239E-013  0.0000000000000000E+000  0.1778599165549823E-014  0.0000000000000000E+000
  0.1410712843749249E-002  0.1137344535283058E-013  0.0000000000000000E+000  0.1895573138013849E-014  0.0000000000000000E+000
  0.1428569968353670E-002  0.1211174024435824E-013  0.0000000000000000E+000  0.2018622189653497E-014  0.0000000000000000E+000
  0.1446427092958091E-002  0.1288788737673294E-013  0.0000000000000000E+000  0.2147979940268062E-014  0.0000000000000000E+000
  0.1464284217562512E-002  0.1370332395550500E-013  0.0000000000000000E+000  0.2283885923649087E-014  0.0000000000000000E+000
  0.1499998466771354E-002  0.1545799435725184E-013  0.0000000000000000E+000  0.2576330737277274E-014  0.0000000000000000E+000
  0.1535712715980195E-002  0.1738797563083541E-013  0.0000000000000000E+000  0.2897993990071007E-014  0.0000000000000000E+000
  0.1571426965189037E-002  0.1950608809242609E-013  0.0000000000000000E+000  0.3251012396640456E-014  0.0000000000000000E+000
  0.1607141214397879E-002  0.2182576238638436E-013  0.0000000000000000E+000  0.3637624392475457E-014  0.0000000000000000E+000
  0.1642855463606721E-002  0.2436105367947701E-013  0.0000000000000000E+000  0.4060172499620497E-014  0.0000000000000000E+000
  0.1678569712815562E-002  0.2712665585513656E-013  0.0000000000000000E+000  0.4521105692354070E-014  0.0000000000000000E+000
  0.1714283962024404E-002  0.3013791570776452E-013  0.0000000000000000E+000  0.5022981762872939E-014  0.0000000000000000E+000
  0.1749998211233246E-002  0.3341084713707641E-013  0.0000000000000000E+000  0.5568469686981154E-014  0.0000000000000000E+000
  0.1785712460442087E-002  0.3696214534248958E-013  0.0000000000000000E+000  0.6160351989784153E-014  0.0000000000000000E+000
  0.1821426709650929E-002  0.4080920101755650E-013  0.0000000000000000E+000  0.6801527111388333E-014  0.0000000000000000E+000
  0.1857140958859771E-002  0.4497011454444053E-013  0.0000000000000000E+000  0.7495011772606046E-014  0.0000000000000000E+000
  0.1892855208068613E-002  0.4946371018843828E-013  0.0000000000000000E+000  0.8243943340666228E-014  0.0000000000000000E+000
  0.1928569457277455E-002  0.5430955029254636E-013  0.0000000000000000E+000  0.9051582194930651E-014  0.0000000000000000E+000
  0.1964283706486296E-002  0.5952794947207553E-013  0.0000000000000000E+000  0.9921314092616317E-014  0.0000000000000000E+000
