                                                                                                                                                                                                                                                                
                        1                        2                        3                        4
                        l                     n_pg                Re(omega)                Im(omega)
                        6                        4  0.9822501384021882E+001  0.0000000000000000E+000
                        1                        2                        3                        4                        5
                        x                 Re(xi_r)                 Im(xi_r)                 Re(xi_h)                 Im(xi_h)
  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9999989778475690E-003  0.6409627204489183E-013  0.0000000000000000E+000  0.1068270733346651E-013  0.0000000000000000E+000
  0.1017856102451990E-002  0.7002720477636973E-013  0.0000000000000000E+000  0.1167119934142544E-013  0.0000000000000000E+000
  0.1035713227056411E-002  0.7638927198620076E-013  0.0000000000000000E+000  0.1273154695543589E-013  0.0000000000000000E+000
  0.1053570351660832E-002  0.8320556266882428E-013  0.0000000000000000E+000  0.1386759839988221E-013  0.0000000000000000E+000
  0.1071427476265253E-002  0.9049997585579881E-013  0.0000000000000000E+000  0.1508333689830966E-013  0.0000000000000000E+000
  0.1089284600869673E-002  0.9829723457591300E-013  0.0000000000000000E+000  0.1638288300164895E-013  0.0000000000000000E+000
  0.1107141725474094E-002  0.1066228998162178E-012  0.0000000000000000E+000  0.1777049691629814E-013  0.0000000000000000E+000
  0.1124998850078515E-002  0.1155033844837681E-012  0.0000000000000000E+000  0.1925058083209001E-013  0.0000000000000000E+000
  0.1142855974682936E-002  0.1249659673679325E-012  0.0000000000000000E+000  0.2082768125016991E-013  0.0000000000000000E+000
  0.1160713099287357E-002  0.1350388071031306E-012  0.0000000000000000E+000  0.2250649131079958E-013  0.0000000000000000E+000
  0.1178570223891778E-002  0.1457509561319106E-012  0.0000000000000000E+000  0.2429185312110175E-013  0.0000000000000000E+000
  0.1196427348496199E-002  0.1571323746682789E-012  0.0000000000000000E+000  0.2618876008275462E-013  0.0000000000000000E+000
  0.1214284473100619E-002  0.1692139446612455E-012  0.0000000000000000E+000  0.2820235921964866E-013  0.0000000000000000E+000
  0.1232141597705040E-002  0.1820274837585034E-012  0.0000000000000000E+000  0.3033795350550676E-013  0.0000000000000000E+000
  0.1249998722309461E-002  0.1956057592702321E-012  0.0000000000000000E+000  0.3260100419147808E-013  0.0000000000000000E+000
  0.1267855846913882E-002  0.2099825021329769E-012  0.0000000000000000E+000  0.3499713313370608E-013  0.0000000000000000E+000
  0.1285712971518303E-002  0.2251924208735917E-012  0.0000000000000000E+000  0.3753212512087746E-013  0.0000000000000000E+000
  0.1303570096122724E-002  0.2412712155732199E-012  0.0000000000000000E+000  0.4021193020175218E-013  0.0000000000000000E+000
  0.1321427220727145E-002  0.2582555918312840E-012  0.0000000000000000E+000  0.4304266601267590E-013  0.0000000000000000E+000
  0.1339284345331566E-002  0.2761832747295029E-012  0.0000000000000000E+000  0.4603062010508132E-013  0.0000000000000000E+000
  0.1357141469935986E-002  0.2950930227958917E-012  0.0000000000000000E+000  0.4918225227297359E-013  0.0000000000000000E+000
  0.1374998594540407E-002  0.3150246419687630E-012  0.0000000000000000E+000  0.5250419688040656E-013  0.0000000000000000E+000
  0.1392855719144828E-002  0.3360189995606855E-012  0.0000000000000000E+000  0.5600326518894414E-013  0.0000000000000000E+000
  0.1410712843749249E-002  0.3581180382224530E-012  0.0000000000000000E+000  0.5968644768511668E-013  0.0000000000000000E+000
  0.1428569968353670E-002  0.3813647899069928E-012  0.0000000000000000E+000  0.6356091640786336E-013  0.0000000000000000E+000
  0.1446427092958091E-002  0.4058033898332519E-012  0.0000000000000000E+000  0.6763402727596698E-013  0.0000000000000000E+000
  0.1464284217562512E-002  0.4314790904500433E-012  0.0000000000000000E+000  0.7191332241547952E-013  0.0000000000000000E+000
  0.1499998466771354E-002  0.4867284735285108E-012  0.0000000000000000E+000  0.8112157900721184E-013  0.0000000000000000E+000
  0.1535712715980195E-002  0.5474978339056161E-012  0.0000000000000000E+000  0.9124983578539442E-013  0.0000000000000000E+000
  0.1571426965189037E-002  0.6141908357501435E-012  0.0000000000000000E+000  0.1023653706154994E-012  0.0000000000000000E+000
  0.1607141214397879E-002  0.6872303594221508E-012  0.0000000000000000E+000  0.1145386641093405E-012  0.0000000000000000E+000
  0.1642855463606721E-002  0.7670589483043278E-012  0.0000000000000000E+000  0.1278434741007325E-012  0.0000000000000000E+000
  0.1678569712815562E-002  0.8541392556297491E-012  0.0000000000000000E+000  0.1423569101206446E-012  0.0000000000000000E+000
  0.1714283962024404E-002  0.9489544913058973E-012  0.0000000000000000E+000  0.1581595078718526E-012  0.0000000000000000E+000
  0.1749998211233246E-002  0.1052008868734762E-011  0.0000000000000000E+000  0.1753353037030723E-012  0.0000000000000000E+000
  0.1785712460442087E-002  0.1163828051628915E-011  0.0000000000000000E+000  0.1939719090825710E-012  0.0000000000000000E+000
  0.1821426709650929E-002  0.1284959600823524E-011  0.0000000000000000E+000  0.2141605850712634E-012  0.0000000000000000E+000
  0.1857140958859771E-002  0.1415973421084095E-011  0.0000000000000000E+000  0.2359963167952622E-012  0.0000000000000000E+000
  0.1892855208068613E-002  0.1557462207909941E-011  0.0000000000000000E+000  0.2595778879178932E-012  0.0000000000000000E+000
  0.1928569457277455E-002  0.1710041894333196E-011  0.0000000000000000E+000  0.2850079551111507E-012  0.0000000000000000E+000
  0.1964283706486296E-002  0.1874352097713359E-011  0.0000000000000000E+000  0.3123931225265956E-012  0.0000000000000000E+000
