                                                                                                                                                                                                                                                                
                        1                        2                        3                        4
                        l                     n_pg                Re(omega)                Im(omega)
                        4                        2  0.5780000616524593E+001  0.0000000000000000E+000
                        1                        2                        3                        4                        5
                        x                 Re(xi_r)                 Im(xi_r)                 Re(xi_h)                 Im(xi_h)
  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9999989778475690E-003  0.6793630550862241E-008  0.0000000000000000E+000  0.1698406608651653E-008  0.0000000000000000E+000
  0.1024998952293758E-002  0.7315995524998362E-008  0.0000000000000000E+000  0.1828998240493476E-008  0.0000000000000000E+000
  0.1049998926739947E-002  0.7864473488972115E-008  0.0000000000000000E+000  0.1966118089417320E-008  0.0000000000000000E+000
  0.1074998901186137E-002  0.8439701318463468E-008  0.0000000000000000E+000  0.2109925382771166E-008  0.0000000000000000E+000
  0.1099998875632326E-002  0.9042315891859845E-008  0.0000000000000000E+000  0.2260579347163854E-008  0.0000000000000000E+000
  0.1124998850078515E-002  0.9672954089556233E-008  0.0000000000000000E+000  0.2418239208600664E-008  0.0000000000000000E+000
  0.1149998824524704E-002  0.1033225279341210E-007  0.0000000000000000E+000  0.2583064192587505E-008  0.0000000000000000E+000
  0.1174998798970894E-002  0.1102084888632675E-007  0.0000000000000000E+000  0.2755213524211357E-008  0.0000000000000000E+000
  0.1199998773417083E-002  0.1173937925190523E-007  0.0000000000000000E+000  0.2934846428202713E-008  0.0000000000000000E+000
  0.1224998747863272E-002  0.1248848077419317E-007  0.0000000000000000E+000  0.3122122128984181E-008  0.0000000000000000E+000
  0.1249998722309461E-002  0.1326879033746462E-007  0.0000000000000000E+000  0.3317199850708400E-008  0.0000000000000000E+000
  0.1274998696755650E-002  0.1408094482605192E-007  0.0000000000000000E+000  0.3520238817287840E-008  0.0000000000000000E+000
  0.1299998671201839E-002  0.1492558112420661E-007  0.0000000000000000E+000  0.3731398252418031E-008  0.0000000000000000E+000
  0.1324998645648029E-002  0.1580333611598621E-007  0.0000000000000000E+000  0.3950837379595822E-008  0.0000000000000000E+000
  0.1349998620094218E-002  0.1671484668516077E-007  0.0000000000000000E+000  0.4178715422133809E-008  0.0000000000000000E+000
  0.1374998594540407E-002  0.1766074971513446E-007  0.0000000000000000E+000  0.4415191603171406E-008  0.0000000000000000E+000
  0.1399998568986597E-002  0.1864168208888011E-007  0.0000000000000000E+000  0.4660425145683623E-008  0.0000000000000000E+000
  0.1424998543432786E-002  0.1965828068888378E-007  0.0000000000000000E+000  0.4914575272487850E-008  0.0000000000000000E+000
  0.1449998517878975E-002  0.2071118239709650E-007  0.0000000000000000E+000  0.5177801206248940E-008  0.0000000000000000E+000
  0.1499998466771354E-002  0.2292844266636765E-007  0.0000000000000000E+000  0.5732117383891902E-008  0.0000000000000000E+000
  0.1549998415663732E-002  0.2529855793667328E-007  0.0000000000000000E+000  0.6324647457703000E-008  0.0000000000000000E+000
  0.1599998364556110E-002  0.2782662324074696E-007  0.0000000000000000E+000  0.6956665203787578E-008  0.0000000000000000E+000
  0.1649998313448489E-002  0.3051773359977645E-007  0.0000000000000000E+000  0.7629444395987182E-008  0.0000000000000000E+000
  0.1699998262340867E-002  0.3337698402272212E-007  0.0000000000000000E+000  0.8344258805875772E-008  0.0000000000000000E+000
  0.1749998211233246E-002  0.3640946950572078E-007  0.0000000000000000E+000  0.9102382202738653E-008  0.0000000000000000E+000
  0.1799998160125624E-002  0.3962028503154901E-007  0.0000000000000000E+000  0.9905088353539881E-008  0.0000000000000000E+000
  0.1849998109018003E-002  0.4301452556912682E-007  0.0000000000000000E+000  0.1075365102288141E-007  0.0000000000000000E+000
  0.1899998057910381E-002  0.4659728607305053E-007  0.0000000000000000E+000  0.1164934397295670E-007  0.0000000000000000E+000
  0.1949998006802759E-002  0.5037366148314569E-007  0.0000000000000000E+000  0.1259344096350016E-007  0.0000000000000000E+000
  0.1999997955695138E-002  0.5434874672403483E-007  0.0000000000000000E+000  0.1358721575173397E-007  0.0000000000000000E+000
  0.2041664579772120E-002  0.5781678571296303E-007  0.0000000000000000E+000  0.1445422867667954E-007  0.0000000000000000E+000
  0.2083331203849102E-002  0.6142930420482513E-007  0.0000000000000000E+000  0.1535736174629739E-007  0.0000000000000000E+000
  0.2124997827926084E-002  0.6518925062471890E-007  0.0000000000000000E+000  0.1629735208380585E-007  0.0000000000000000E+000
  0.2166664452003066E-002  0.6909957338953779E-007  0.0000000000000000E+000  0.1727493681103161E-007  0.0000000000000000E+000
  0.2208331076080049E-002  0.7316322090779447E-007  0.0000000000000000E+000  0.1829085304838293E-007  0.0000000000000000E+000
  0.2249997700157031E-002  0.7738314157944807E-007  0.0000000000000000E+000  0.1934583791482323E-007  0.0000000000000000E+000
  0.2291664324234013E-002  0.8176228379573037E-007  0.0000000000000000E+000  0.2044062852784364E-007  0.0000000000000000E+000
  0.2333330948310995E-002  0.8630359593897413E-007  0.0000000000000000E+000  0.2157596200343562E-007  0.0000000000000000E+000
  0.2374997572387977E-002  0.9101002638244242E-007  0.0000000000000000E+000  0.2275257545606355E-007  0.0000000000000000E+000
  0.2416664196464958E-002  0.9588452349015883E-007  0.0000000000000000E+000  0.2397120599863704E-007  0.0000000000000000E+000
  0.2499997444618923E-002  0.1061495111588835E-006  0.0000000000000000E+000  0.2653746678700372E-007  0.0000000000000000E+000
