                                                                                                                                                                                                                                                                
                        1                        2                        3                        4
                        l                     n_pg                Re(omega)                Im(omega)
                        3                        8  0.1452539660477022E+002  0.0000000000000000E+000
                        1                        2                        3                        4                        5
                        x                 Re(xi_r)                 Im(xi_r)                 Re(xi_h)                 Im(xi_h)
  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9999989778475690E-003  0.3149512468573882E-004  0.0000000000000000E+000  0.1049841672146244E-004  0.0000000000000000E+000
  0.1033332277109155E-002  0.3362972660237941E-004  0.0000000000000000E+000  0.1120997083134571E-004  0.0000000000000000E+000
  0.1066665576370740E-002  0.3583431157873963E-004  0.0000000000000000E+000  0.1194485260118588E-004  0.0000000000000000E+000
  0.1099998875632326E-002  0.3810887852591661E-004  0.0000000000000000E+000  0.1270306201723507E-004  0.0000000000000000E+000
  0.1133332174893912E-002  0.4045342643612723E-004  0.0000000000000000E+000  0.1348459903642413E-004  0.0000000000000000E+000
  0.1166665474155497E-002  0.4286795435796012E-004  0.0000000000000000E+000  0.1428946359255141E-004  0.0000000000000000E+000
  0.1199998773417083E-002  0.4535246137817505E-004  0.0000000000000000E+000  0.1511765560083441E-004  0.0000000000000000E+000
  0.1233332072678668E-002  0.4790694660819354E-004  0.0000000000000000E+000  0.1596917496128889E-004  0.0000000000000000E+000
  0.1266665371940254E-002  0.5053140917398232E-004  0.0000000000000000E+000  0.1684402156125907E-004  0.0000000000000000E+000
  0.1299998671201840E-002  0.5322584820841645E-004  0.0000000000000000E+000  0.1774219527732833E-004  0.0000000000000000E+000
  0.1333331970463425E-002  0.5599026284546844E-004  0.0000000000000000E+000  0.1866369597677304E-004  0.0000000000000000E+000
  0.1366665269725011E-002  0.5882465221575486E-004  0.0000000000000000E+000  0.1960852351867705E-004  0.0000000000000000E+000
  0.1399998568986597E-002  0.6172901544309891E-004  0.0000000000000000E+000  0.2057667775479203E-004  0.0000000000000000E+000
  0.1433331868248182E-002  0.6470335164186021E-004  0.0000000000000000E+000  0.2156815853020590E-004  0.0000000000000000E+000
  0.1466665167509768E-002  0.6774765991484696E-004  0.0000000000000000E+000  0.2258296568386572E-004  0.0000000000000000E+000
  0.1533331766032939E-002  0.7404618911002750E-004  0.0000000000000000E+000  0.2468255843271907E-004  0.0000000000000000E+000
  0.1599998364556110E-002  0.8062459547736790E-004  0.0000000000000000E+000  0.2687545462584288E-004  0.0000000000000000E+000
  0.1666664963079282E-002  0.8748287129422670E-004  0.0000000000000000E+000  0.2916165278613708E-004  0.0000000000000000E+000
  0.1733331561602453E-002  0.9462100855827362E-004  0.0000000000000000E+000  0.3154115136203313E-004  0.0000000000000000E+000
  0.1799998160125624E-002  0.1020389989744144E-003  0.0000000000000000E+000  0.3401394873078148E-004  0.0000000000000000E+000
  0.1866664758648796E-002  0.1097368339461224E-003  0.0000000000000000E+000  0.3658004320063581E-004  0.0000000000000000E+000
  0.1933331357171967E-002  0.1177145045695925E-003  0.0000000000000000E+000  0.3923943301232853E-004  0.0000000000000000E+000
  0.1999997955695138E-002  0.1259720016297481E-003  0.0000000000000000E+000  0.4199211634008411E-004  0.0000000000000000E+000
  0.2055553454464447E-002  0.1330669985724383E-003  0.0000000000000000E+000  0.4435728363563835E-004  0.0000000000000000E+000
  0.2111108953233757E-002  0.1403563071354053E-003  0.0000000000000000E+000  0.4678723563584569E-004  0.0000000000000000E+000
  0.2166664452003066E-002  0.1478399214776972E-003  0.0000000000000000E+000  0.4928197117652751E-004  0.0000000000000000E+000
  0.2222219950772375E-002  0.1555178356045959E-003  0.0000000000000000E+000  0.5184148906188527E-004  0.0000000000000000E+000
  0.2277775449541685E-002  0.1633900433672332E-003  0.0000000000000000E+000  0.5446578806459464E-004  0.0000000000000000E+000
  0.2333330948310995E-002  0.1714565384622939E-003  0.0000000000000000E+000  0.5715486692587819E-004  0.0000000000000000E+000
  0.2388886447080304E-002  0.1797173144317905E-003  0.0000000000000000E+000  0.5990872435556236E-004  0.0000000000000000E+000
  0.2444441945849613E-002  0.1881723646628819E-003  0.0000000000000000E+000  0.6272735903212124E-004  0.0000000000000000E+000
  0.2555552943388232E-002  0.2056652614616367E-003  0.0000000000000000E+000  0.6855895448876114E-004  0.0000000000000000E+000
  0.2666663940926851E-002  0.2239351719637648E-003  0.0000000000000000E+000  0.7464964232018436E-004  0.0000000000000000E+000
  0.2777774938465470E-002  0.2429820377128118E-003  0.0000000000000000E+000  0.8099941082023063E-004  0.0000000000000000E+000
  0.2888885936004088E-002  0.2628057977574293E-003  0.0000000000000000E+000  0.8760824778540930E-004  0.0000000000000000E+000
  0.2999996933542707E-002  0.2834063886531971E-003  0.0000000000000000E+000  0.9447614051445501E-004  0.0000000000000000E+000
  0.3071425431960391E-002  0.2970598088403947E-003  0.0000000000000000E+000  0.9902800572897964E-004  0.0000000000000000E+000
  0.3142853930378074E-002  0.3110342210539630E-003  0.0000000000000000E+000  0.1036869206512161E-003  0.0000000000000000E+000
  0.3285710927213441E-002  0.3399459493104402E-003  0.0000000000000000E+000  0.1133258842187894E-003  0.0000000000000000E+000
  0.3428567924048808E-002  0.3701414179962479E-003  0.0000000000000000E+000  0.1233930012374435E-003  0.0000000000000000E+000
  0.3571424920884175E-002  0.4016204674213082E-003  0.0000000000000000E+000  0.1338882397353565E-003  0.0000000000000000E+000
