                                                                                                                                                                                                                                                                
                        1                        2                        3                        4
                        l                     n_pg                Re(omega)                Im(omega)
                        3                        0  0.1934326419068440E+001  0.0000000000000000E+000
                        1                        2                        3                        4                        5
                        x                 Re(xi_r)                 Im(xi_r)                 Re(xi_h)                 Im(xi_h)
  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9999989778475690E-003  0.1230810959410594E-005  0.0000000000000000E+000  0.4102698834567253E-006  0.0000000000000000E+000
  0.1033332277109155E-002  0.1314232552479982E-005  0.0000000000000000E+000  0.4380771074550198E-006  0.0000000000000000E+000
  0.1066665576370740E-002  0.1400389305993446E-005  0.0000000000000000E+000  0.4667960415059275E-006  0.0000000000000000E+000
  0.1099998875632326E-002  0.1489281218100794E-005  0.0000000000000000E+000  0.4964266864930410E-006  0.0000000000000000E+000
  0.1133332174893912E-002  0.1580908287605948E-005  0.0000000000000000E+000  0.5269690431512238E-006  0.0000000000000000E+000
  0.1166665474155497E-002  0.1675270513814852E-005  0.0000000000000000E+000  0.5584231121047065E-006  0.0000000000000000E+000
  0.1199998773417083E-002  0.1772367896423621E-005  0.0000000000000000E+000  0.5907888938951047E-006  0.0000000000000000E+000
  0.1233332072678668E-002  0.1872200435435551E-005  0.0000000000000000E+000  0.6240663890022267E-006  0.0000000000000000E+000
  0.1266665371940254E-002  0.1974768131098968E-005  0.0000000000000000E+000  0.6582555978596607E-006  0.0000000000000000E+000
  0.1299998671201840E-002  0.2080070983860333E-005  0.0000000000000000E+000  0.6933565208665438E-006  0.0000000000000000E+000
  0.1333331970463425E-002  0.2188108994328571E-005  0.0000000000000000E+000  0.7293691583965268E-006  0.0000000000000000E+000
  0.1366665269725011E-002  0.2298882163247743E-005  0.0000000000000000E+000  0.7662935108046480E-006  0.0000000000000000E+000
  0.1399998568986597E-002  0.2412390491475955E-005  0.0000000000000000E+000  0.8041295784326367E-006  0.0000000000000000E+000
  0.1433331868248182E-002  0.2528633979968981E-005  0.0000000000000000E+000  0.8428773616130469E-006  0.0000000000000000E+000
  0.1466665167509768E-002  0.2647612629767482E-005  0.0000000000000000E+000  0.8825368606724832E-006  0.0000000000000000E+000
  0.1533331766032939E-002  0.2893775418312594E-005  0.0000000000000000E+000  0.9645910075929660E-006  0.0000000000000000E+000
  0.1599998364556110E-002  0.3150878866261800E-005  0.0000000000000000E+000  0.1050292021908062E-005  0.0000000000000000E+000
  0.1666664963079282E-002  0.3418922984205280E-005  0.0000000000000000E+000  0.1139639906217037E-005  0.0000000000000000E+000
  0.1733331561602453E-002  0.3697907783511226E-005  0.0000000000000000E+000  0.1232634663171433E-005  0.0000000000000000E+000
  0.1799998160125624E-002  0.3987833276246322E-005  0.0000000000000000E+000  0.1329276295495584E-005  0.0000000000000000E+000
  0.1866664758648796E-002  0.4288699475123228E-005  0.0000000000000000E+000  0.1429564806000321E-005  0.0000000000000000E+000
  0.1933331357171967E-002  0.4600506393465282E-005  0.0000000000000000E+000  0.1533500197592245E-005  0.0000000000000000E+000
  0.1999997955695138E-002  0.4923254045182561E-005  0.0000000000000000E+000  0.1641082473280186E-005  0.0000000000000000E+000
  0.2055553454464447E-002  0.5200567936397504E-005  0.0000000000000000E+000  0.1733520185967927E-005  0.0000000000000000E+000
  0.2111108953233757E-002  0.5485479577693577E-005  0.0000000000000000E+000  0.1828490460430696E-005  0.0000000000000000E+000
  0.2166664452003066E-002  0.5777988977810013E-005  0.0000000000000000E+000  0.1925993298439778E-005  0.0000000000000000E+000
  0.2222219950772375E-002  0.6078096145730045E-005  0.0000000000000000E+000  0.2026028701807324E-005  0.0000000000000000E+000
  0.2277775449541685E-002  0.6385801090677868E-005  0.0000000000000000E+000  0.2128596672386992E-005  0.0000000000000000E+000
  0.2333330948310995E-002  0.6701103822116207E-005  0.0000000000000000E+000  0.2233697212074454E-005  0.0000000000000000E+000
  0.2388886447080304E-002  0.7024004349744550E-005  0.0000000000000000E+000  0.2341330322807794E-005  0.0000000000000000E+000
  0.2444441945849613E-002  0.7354502683497595E-005  0.0000000000000000E+000  0.2451496006567797E-005  0.0000000000000000E+000
  0.2555552943388232E-002  0.8038292815068575E-005  0.0000000000000000E+000  0.2679425100114529E-005  0.0000000000000000E+000
  0.2666663940926851E-002  0.8752474295505218E-005  0.0000000000000000E+000  0.2917484510785006E-005  0.0000000000000000E+000
  0.2777774938465470E-002  0.9497047212854134E-005  0.0000000000000000E+000  0.3165674255930856E-005  0.0000000000000000E+000
  0.2888885936004088E-002  0.1027201165879837E-004  0.0000000000000000E+000  0.3423994353613000E-005  0.0000000000000000E+000
  0.2999996933542707E-002  0.1107736772866402E-004  0.0000000000000000E+000  0.3692444822598472E-005  0.0000000000000000E+000
  0.3071425431960391E-002  0.1161114531170594E-004  0.0000000000000000E+000  0.3870369590488195E-005  0.0000000000000000E+000
  0.3142853930378074E-002  0.1215748276687064E-004  0.0000000000000000E+000  0.4052480903404982E-005  0.0000000000000000E+000
  0.3285710927213441E-002  0.1328783741872160E-004  0.0000000000000000E+000  0.4429263183480790E-005  0.0000000000000000E+000
  0.3428567924048808E-002  0.1446843189989339E-004  0.0000000000000000E+000  0.4822791712681480E-005  0.0000000000000000E+000
  0.3571424920884175E-002  0.1569926645179418E-004  0.0000000000000000E+000  0.5233066539029853E-005  0.0000000000000000E+000
