                                                                                                                                                                                                                                                                
                        1                        2                        3                        4
                        l                     n_pg                Re(omega)                Im(omega)
                        5                       10  0.1857717147037184E+002  0.0000000000000000E+000
                        1                        2                        3                        4                        5
                        x                 Re(xi_r)                 Im(xi_r)                 Re(xi_h)                 Im(xi_h)
  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9999989778475690E-003  0.5016710326606015E-009  0.0000000000000000E+000  0.1003344233807041E-009  0.0000000000000000E+000
  0.1020832289886060E-002  0.5448009569184746E-009  0.0000000000000000E+000  0.1089605311264942E-009  0.0000000000000000E+000
  0.1041665601924551E-002  0.5906538713112563E-009  0.0000000000000000E+000  0.1181312377072615E-009  0.0000000000000000E+000
  0.1062498913963042E-002  0.6393420344126855E-009  0.0000000000000000E+000  0.1278689967318715E-009  0.0000000000000000E+000
  0.1083332226001533E-002  0.6909799728250218E-009  0.0000000000000000E+000  0.1381967152345526E-009  0.0000000000000000E+000
  0.1104165538040024E-002  0.7456844810295416E-009  0.0000000000000000E+000  0.1491377536906355E-009  0.0000000000000000E+000
  0.1124998850078515E-002  0.8035746212618376E-009  0.0000000000000000E+000  0.1607159260279785E-009  0.0000000000000000E+000
  0.1145832162117006E-002  0.8647717234062083E-009  0.0000000000000000E+000  0.1729554996350299E-009  0.0000000000000000E+000
  0.1166665474155497E-002  0.9293993849047496E-009  0.0000000000000000E+000  0.1858811953662574E-009  0.0000000000000000E+000
  0.1187498786193988E-002  0.9975834706778341E-009  0.0000000000000000E+000  0.1995181875454999E-009  0.0000000000000000E+000
  0.1208332098232479E-002  0.1069452113053415E-008  0.0000000000000000E+000  0.2138921039676698E-009  0.0000000000000000E+000
  0.1229165410270970E-002  0.1145135711703134E-008  0.0000000000000000E+000  0.2290290258991328E-009  0.0000000000000000E+000
  0.1249998722309461E-002  0.1224766933583774E-008  0.0000000000000000E+000  0.2449554880770311E-009  0.0000000000000000E+000
  0.1270832034347952E-002  0.1308480712882724E-008  0.0000000000000000E+000  0.2616984787077339E-009  0.0000000000000000E+000
  0.1291665346386443E-002  0.1396414250966691E-008  0.0000000000000000E+000  0.2792854394645940E-009  0.0000000000000000E+000
  0.1312498658424934E-002  0.1488707016332742E-008  0.0000000000000000E+000  0.2977442654851097E-009  0.0000000000000000E+000
  0.1333331970463425E-002  0.1585500744561205E-008  0.0000000000000000E+000  0.3171033053676064E-009  0.0000000000000000E+000
  0.1354165282501916E-002  0.1686939438269955E-008  0.0000000000000000E+000  0.3373913611675153E-009  0.0000000000000000E+000
  0.1374998594540407E-002  0.1793169367069668E-008  0.0000000000000000E+000  0.3586376883932947E-009  0.0000000000000000E+000
  0.1395831906578898E-002  0.1904339067519769E-008  0.0000000000000000E+000  0.3808719960020628E-009  0.0000000000000000E+000
  0.1416665218617389E-002  0.2020599343084862E-008  0.0000000000000000E+000  0.4041244463949666E-009  0.0000000000000000E+000
  0.1437498530655881E-002  0.2142103264091437E-008  0.0000000000000000E+000  0.4284256554123293E-009  0.0000000000000000E+000
  0.1458331842694372E-002  0.2269006167684683E-008  0.0000000000000000E+000  0.4538066923285910E-009  0.0000000000000000E+000
  0.1499998466771354E-002  0.2539641605870379E-008  0.0000000000000000E+000  0.5079347939570764E-009  0.0000000000000000E+000
  0.1541665090848336E-002  0.2833793688670934E-008  0.0000000000000000E+000  0.5667663740991448E-009  0.0000000000000000E+000
  0.1583331714925318E-002  0.3152786714306858E-008  0.0000000000000000E+000  0.6305663100226736E-009  0.0000000000000000E+000
  0.1624998339002300E-002  0.3497981245899322E-008  0.0000000000000000E+000  0.6996067334026652E-009  0.0000000000000000E+000
  0.1666664963079282E-002  0.3870774110029450E-008  0.0000000000000000E+000  0.7741670301258817E-009  0.0000000000000000E+000
  0.1708331587156264E-002  0.4272598395269157E-008  0.0000000000000000E+000  0.8545338400886359E-009  0.0000000000000000E+000
  0.1749998211233246E-002  0.4704923450680868E-008  0.0000000000000000E+000  0.9410010569881911E-009  0.0000000000000000E+000
  0.1791664835310228E-002  0.5169254884284389E-008  0.0000000000000000E+000  0.1033869828108070E-008  0.0000000000000000E+000
  0.1833331459387210E-002  0.5667134561489620E-008  0.0000000000000000E+000  0.1133448554097495E-008  0.0000000000000000E+000
  0.1874998083464192E-002  0.6200140603494187E-008  0.0000000000000000E+000  0.1240052888745099E-008  0.0000000000000000E+000
  0.1916664707541174E-002  0.6769887385645437E-008  0.0000000000000000E+000  0.1354005738747018E-008  0.0000000000000000E+000
  0.1958331331618156E-002  0.7378025535766152E-008  0.0000000000000000E+000  0.1475637263469429E-008  0.0000000000000000E+000
  0.1999997955695138E-002  0.8026241932443947E-008  0.0000000000000000E+000  0.1605284874705604E-008  0.0000000000000000E+000
  0.2033331254956723E-002  0.8574828110194782E-008  0.0000000000000000E+000  0.1715005916565673E-008  0.0000000000000000E+000
  0.2066664554218309E-002  0.9151065415561510E-008  0.0000000000000000E+000  0.1830257508922703E-008  0.0000000000000000E+000
  0.2099997853479895E-002  0.9755867638839082E-008  0.0000000000000000E+000  0.1951222431687560E-008  0.0000000000000000E+000
  0.2133331152741481E-002  0.1039016341597567E-007  0.0000000000000000E+000  0.2078086434982148E-008  0.0000000000000000E+000
  0.2166664452003066E-002  0.1105489622795569E-007  0.0000000000000000E+000  0.2211038239051441E-008  0.0000000000000000E+000
