                                                                                                                                                                                                                                                                
                        1                        2                        3                        4
                        l                     n_pg                Re(omega)                Im(omega)
                        5                        8  0.1557534753626554E+002  0.0000000000000000E+000
                        1                        2                        3                        4                        5
                        x                 Re(xi_r)                 Im(xi_r)                 Re(xi_h)                 Im(xi_h)
  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9999989778475690E-003  0.2410800977181588E-009  0.0000000000000000E+000  0.4821607762992025E-010  0.0000000000000000E+000
  0.1020832289886060E-002  0.2618064535627754E-009  0.0000000000000000E+000  0.5236139136724318E-010  0.0000000000000000E+000
  0.1041665601924551E-002  0.2838413650075861E-009  0.0000000000000000E+000  0.5676841620898053E-010  0.0000000000000000E+000
  0.1062498913963042E-002  0.3072387802062054E-009  0.0000000000000000E+000  0.6144794246058049E-010  0.0000000000000000E+000
  0.1083332226001533E-002  0.3320537372592618E-009  0.0000000000000000E+000  0.6641097834849870E-010  0.0000000000000000E+000
  0.1104165538040024E-002  0.3583423641602053E-009  0.0000000000000000E+000  0.7166875002619013E-010  0.0000000000000000E+000
  0.1124998850078515E-002  0.3861618787503240E-009  0.0000000000000000E+000  0.7723270157850780E-010  0.0000000000000000E+000
  0.1145832162117006E-002  0.4155705886808478E-009  0.0000000000000000E+000  0.8311449502485979E-010  0.0000000000000000E+000
  0.1166665474155497E-002  0.4466278913805181E-009  0.0000000000000000E+000  0.8932601032139440E-010  0.0000000000000000E+000
  0.1187498786193988E-002  0.4793942740273990E-009  0.0000000000000000E+000  0.9587934536242003E-010  0.0000000000000000E+000
  0.1208332098232479E-002  0.5139313135239774E-009  0.0000000000000000E+000  0.1027868159812177E-009  0.0000000000000000E+000
  0.1229165410270970E-002  0.5503016764748023E-009  0.0000000000000000E+000  0.1100609559503669E-009  0.0000000000000000E+000
  0.1249998722309461E-002  0.5885691191661260E-009  0.0000000000000000E+000  0.1177145169816840E-009  0.0000000000000000E+000
  0.1270832034347952E-002  0.6287984875470625E-009  0.0000000000000000E+000  0.1257604687258409E-009  0.0000000000000000E+000
  0.1291665346386443E-002  0.6710557172119574E-009  0.0000000000000000E+000  0.1342119987717298E-009  0.0000000000000000E+000
  0.1312498658424934E-002  0.7154078333836521E-009  0.0000000000000000E+000  0.1430825126456115E-009  0.0000000000000000E+000
  0.1333331970463425E-002  0.7619229508974598E-009  0.0000000000000000E+000  0.1523856338100890E-009  0.0000000000000000E+000
  0.1354165282501916E-002  0.8106702741856741E-009  0.0000000000000000E+000  0.1621352036629355E-009  0.0000000000000000E+000
  0.1374998594540407E-002  0.8617200972624530E-009  0.0000000000000000E+000  0.1723452815357933E-009  0.0000000000000000E+000
  0.1395831906578898E-002  0.9151438037090002E-009  0.0000000000000000E+000  0.1830301446927690E-009  0.0000000000000000E+000
  0.1416665218617389E-002  0.9710138666589323E-009  0.0000000000000000E+000  0.1942042883289346E-009  0.0000000000000000E+000
  0.1437498530655881E-002  0.1029403848783777E-008  0.0000000000000000E+000  0.2058824255687502E-009  0.0000000000000000E+000
  0.1458331842694372E-002  0.1090388402278532E-008  0.0000000000000000E+000  0.2180794874644128E-009  0.0000000000000000E+000
  0.1499998466771354E-002  0.1220445279993552E-008  0.0000000000000000E+000  0.2440911990095260E-009  0.0000000000000000E+000
  0.1541665090848336E-002  0.1361803506965899E-008  0.0000000000000000E+000  0.2723632299233414E-009  0.0000000000000000E+000
  0.1583331714925318E-002  0.1515099522129661E-008  0.0000000000000000E+000  0.3030228738396213E-009  0.0000000000000000E+000
  0.1624998339002300E-002  0.1680987195396721E-008  0.0000000000000000E+000  0.3362009110589467E-009  0.0000000000000000E+000
  0.1666664963079282E-002  0.1860137827178514E-008  0.0000000000000000E+000  0.3720316084843050E-009  0.0000000000000000E+000
  0.1708331587156264E-002  0.2053240147898695E-008  0.0000000000000000E+000  0.4106527195543517E-009  0.0000000000000000E+000
  0.1749998211233246E-002  0.2261000317495761E-008  0.0000000000000000E+000  0.4522054841745219E-009  0.0000000000000000E+000
  0.1791664835310228E-002  0.2484141924914993E-008  0.0000000000000000E+000  0.4968346286460990E-009  0.0000000000000000E+000
  0.1833331459387210E-002  0.2723405987589255E-008  0.0000000000000000E+000  0.5446883655933247E-009  0.0000000000000000E+000
  0.1874998083464192E-002  0.2979550950908258E-008  0.0000000000000000E+000  0.5959183938886015E-009  0.0000000000000000E+000
  0.1916664707541174E-002  0.3253352687676100E-008  0.0000000000000000E+000  0.6506798985758273E-009  0.0000000000000000E+000
  0.1958331331618156E-002  0.3545604497556888E-008  0.0000000000000000E+000  0.7091315507918890E-009  0.0000000000000000E+000
  0.1999997955695138E-002  0.3857117106508339E-008  0.0000000000000000E+000  0.7714355076863353E-009  0.0000000000000000E+000
  0.2033331254956723E-002  0.4120750901086221E-008  0.0000000000000000E+000  0.8241635276060821E-009  0.0000000000000000E+000
  0.2066664554218309E-002  0.4397673332732405E-008  0.0000000000000000E+000  0.8795493825927365E-009  0.0000000000000000E+000
  0.2099997853479895E-002  0.4688323581706213E-008  0.0000000000000000E+000  0.9376809159381033E-009  0.0000000000000000E+000
  0.2133331152741481E-002  0.4993147965194067E-008  0.0000000000000000E+000  0.9986473986771406E-009  0.0000000000000000E+000
  0.2166664452003066E-002  0.5312599937104935E-008  0.0000000000000000E+000  0.1062539529558814E-008  0.0000000000000000E+000
