                                                                                                                                                                                                                                                                
                        1                        2                        3                        4
                        l                     n_pg                Re(omega)                Im(omega)
                        2                        8  0.1394674134997400E+002  0.0000000000000000E+000
                        1                        2                        3                        4                        5
                        x                 Re(xi_r)                 Im(xi_r)                 Re(xi_h)                 Im(xi_h)
  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  0.9999989778475690E-003  0.7908539071518502E-002  0.0000000000000000E+000  0.3954302797019497E-002  0.0000000000000000E+000
  0.1045453476840640E-002  0.8267986380933599E-002  0.0000000000000000E+000  0.4134040197376253E-002  0.0000000000000000E+000
  0.1090907975833712E-002  0.8627431574887233E-002  0.0000000000000000E+000  0.4313776405939004E-002  0.0000000000000000E+000
  0.1136362474826783E-002  0.8986874254362134E-002  0.0000000000000000E+000  0.4493511473316568E-002  0.0000000000000000E+000
  0.1181816973819854E-002  0.9346314086157386E-002  0.0000000000000000E+000  0.4673245428212115E-002  0.0000000000000000E+000
  0.1227271472812926E-002  0.9705750784361011E-002  0.0000000000000000E+000  0.4852978283595335E-002  0.0000000000000000E+000
  0.1272725971805997E-002  0.1006518409749311E-001  0.0000000000000000E+000  0.5032710040984778E-002  0.0000000000000000E+000
  0.1318180470799068E-002  0.1042461379945466E-001  0.0000000000000000E+000  0.5212440693462270E-002  0.0000000000000000E+000
  0.1363634969792140E-002  0.1078403968306920E-001  0.0000000000000000E+000  0.5392170227823317E-002  0.0000000000000000E+000
  0.1409089468785211E-002  0.1114346155541763E-001  0.0000000000000000E+000  0.5571898626130119E-002  0.0000000000000000E+000
  0.1454543967778282E-002  0.1150287923442925E-001  0.0000000000000000E+000  0.5751625866846130E-002  0.0000000000000000E+000
  0.1545452965764425E-002  0.1222170136685651E-001  0.0000000000000000E+000  0.6111076761853328E-002  0.0000000000000000E+000
  0.1636361963750567E-002  0.1294050471173833E-001  0.0000000000000000E+000  0.6470522711543720E-002  0.0000000000000000E+000
  0.1727270961736710E-002  0.1365928801444376E-001  0.0000000000000000E+000  0.6829963476804841E-002  0.0000000000000000E+000
  0.1818179959722853E-002  0.1437805006170925E-001  0.0000000000000000E+000  0.7189398804902962E-002  0.0000000000000000E+000
  0.1909088957708995E-002  0.1509678966689954E-001  0.0000000000000000E+000  0.7548828434373568E-002  0.0000000000000000E+000
  0.1999997955695138E-002  0.1581550566094002E-001  0.0000000000000000E+000  0.7908252098025667E-002  0.0000000000000000E+000
  0.2071426454112821E-002  0.1638019374477319E-001  0.0000000000000000E+000  0.8190652048630365E-002  0.0000000000000000E+000
  0.2142854952530505E-002  0.1694486598181124E-001  0.0000000000000000E+000  0.8473048010420663E-002  0.0000000000000000E+000
  0.2214283450948189E-002  0.1750952181528033E-001  0.0000000000000000E+000  0.8755439849137020E-002  0.0000000000000000E+000
  0.2285711949365872E-002  0.1807416069022352E-001  0.0000000000000000E+000  0.9037827429898551E-002  0.0000000000000000E+000
  0.2428568946201239E-002  0.1920338555675503E-001  0.0000000000000000E+000  0.9602589207321445E-002  0.0000000000000000E+000
  0.2571425943036606E-002  0.2033253591864734E-001  0.0000000000000000E+000  0.1016733233774331E-001  0.0000000000000000E+000
  0.2714282939871973E-002  0.2146160738169141E-001  0.0000000000000000E+000  0.1073205572660154E-001  0.0000000000000000E+000
  0.2857139936707340E-002  0.2259059555482007E-001  0.0000000000000000E+000  0.1129675827820104E-001  0.0000000000000000E+000
  0.2999996933542707E-002  0.2371949604903249E-001  0.0000000000000000E+000  0.1186143889610985E-001  0.0000000000000000E+000
  0.3099996831327464E-002  0.2450967177306538E-001  0.0000000000000000E+000  0.1225670172725787E-001  0.0000000000000000E+000
  0.3199996729112221E-002  0.2529980089280346E-001  0.0000000000000000E+000  0.1265195289761873E-001  0.0000000000000000E+000
  0.3399996524681734E-002  0.2687991386426194E-001  0.0000000000000000E+000  0.1344241856665363E-001  0.0000000000000000E+000
  0.3599996320251248E-002  0.2845982224329198E-001  0.0000000000000000E+000  0.1423283312814660E-001  0.0000000000000000E+000
  0.3799996115820762E-002  0.3003951402991024E-001  0.0000000000000000E+000  0.1502319356752343E-001  0.0000000000000000E+000
  0.3999995911390276E-002  0.3161897721784986E-001  0.0000000000000000E+000  0.1581349687289068E-001  0.0000000000000000E+000
  0.4249995655852169E-002  0.3359296697245254E-001  0.0000000000000000E+000  0.1680129089742442E-001  0.0000000000000000E+000
  0.4499995400314061E-002  0.3556655720977859E-001  0.0000000000000000E+000  0.1778898510819362E-001  0.0000000000000000E+000
  0.4749995144775953E-002  0.3753972450052900E-001  0.0000000000000000E+000  0.1877657362162784E-001  0.0000000000000000E+000
  0.4999994889237845E-002  0.3951244540610590E-001  0.0000000000000000E+000  0.1976405055924349E-001  0.0000000000000000E+000
  0.5166661385545774E-002  0.4082733253273955E-001  0.0000000000000000E+000  0.2042230382138956E-001  0.0000000000000000E+000
  0.5333327881853703E-002  0.4214200396816971E-001  0.0000000000000000E+000  0.2108050312018757E-001  0.0000000000000000E+000
  0.5666660874469559E-002  0.4477067456010610E-001  0.0000000000000000E+000  0.2239673200937186E-001  0.0000000000000000E+000
  0.5999993867085415E-002  0.4739839839587114E-001  0.0000000000000000E+000  0.2371272438624370E-001  0.0000000000000000E+000
  0.6333326859701272E-002  0.5002512002537077E-001  0.0000000000000000E+000  0.2502846630617765E-001  0.0000000000000000E+000
